"MonthEnding","Country","DiagnosticTestType","DiagnosticTestDescription","NumberOnList","NumberOnListQF","NumberWaitingOverFourWeeks","NumberWaitingOverFourWeeksQF","NumberWaitingOverSixWeeks","NumberWaitingOverSixWeeksQF"
"20090131","S92000003","Endoscopy","Upper Endoscopy",3299,"",595,"",256,""
"20090228","S92000003","Endoscopy","Upper Endoscopy",3561,"",683,"",170,""
"20090331","S92000003","Endoscopy","Upper Endoscopy",3168,"",339,"",1,""
"20090430","S92000003","Endoscopy","Upper Endoscopy",3206,"",447,"",6,""
"20090531","S92000003","Endoscopy","Upper Endoscopy",3555,"",484,"",8,""
"20090630","S92000003","Endoscopy","Upper Endoscopy",3629,"",440,"",6,""
"20090731","S92000003","Endoscopy","Upper Endoscopy",3522,"",440,"",6,""
"20090831","S92000003","Endoscopy","Upper Endoscopy",3686,"",468,"",9,""
"20090930","S92000003","Endoscopy","Upper Endoscopy",3913,"",531,"",17,""
"20091031","S92000003","Endoscopy","Upper Endoscopy",4057,"",711,"",12,""
"20091130","S92000003","Endoscopy","Upper Endoscopy",3748,"",428,"",24,""
"20091231","S92000003","Endoscopy","Upper Endoscopy",3875,"",463,"",34,""
"20100131","S92000003","Endoscopy","Upper Endoscopy",3965,"",461,"",35,""
"20100228","S92000003","Endoscopy","Upper Endoscopy",3825,"",277,"",13,""
"20100331","S92000003","Endoscopy","Upper Endoscopy",3698,"",13,"",0,""
"20100430","S92000003","Endoscopy","Upper Endoscopy",3204,"",22,"",6,""
"20100531","S92000003","Endoscopy","Upper Endoscopy",3919,"",21,"",6,""
"20100630","S92000003","Endoscopy","Upper Endoscopy",4346,"",4,"",0,""
"20100731","S92000003","Endoscopy","Upper Endoscopy",4379,"",10,"",1,""
"20100831","S92000003","Endoscopy","Upper Endoscopy",4109,"",11,"",0,""
"20100930","S92000003","Endoscopy","Upper Endoscopy",4377,"",211,"",74,""
"20101031","S92000003","Endoscopy","Upper Endoscopy",4581,"",519,"",329,""
"20101130","S92000003","Endoscopy","Upper Endoscopy",5045,"",802,"",576,""
"20101231","S92000003","Endoscopy","Upper Endoscopy",4940,"",1197,"",942,""
"20110131","S92000003","Endoscopy","Upper Endoscopy",5430,"",1085,"",916,""
"20110228","S92000003","Endoscopy","Upper Endoscopy",5443,"",1076,"",788,""
"20110331","S92000003","Endoscopy","Upper Endoscopy",4832,"",626,"",402,""
"20110430","S92000003","Endoscopy","Upper Endoscopy",4481,"",547,"",275,""
"20110531","S92000003","Endoscopy","Upper Endoscopy",4304,"",155,"",7,""
"20110630","S92000003","Endoscopy","Upper Endoscopy",4165,"",284,"",42,""
"20110731","S92000003","Endoscopy","Upper Endoscopy",4010,"",284,"",41,""
"20110831","S92000003","Endoscopy","Upper Endoscopy",3858,"",294,"",71,""
"20110930","S92000003","Endoscopy","Upper Endoscopy",3721,"",185,"",16,""
"20111031","S92000003","Endoscopy","Upper Endoscopy",4068,"",260,"",81,""
"20111130","S92000003","Endoscopy","Upper Endoscopy",4301,"",415,"",167,""
"20111231","S92000003","Endoscopy","Upper Endoscopy",4364,"",613,"",372,""
"20120131","S92000003","Endoscopy","Upper Endoscopy",4003,"",299,"",168,""
"20120229","S92000003","Endoscopy","Upper Endoscopy",4235,"",383,"",172,""
"20120331","S92000003","Endoscopy","Upper Endoscopy",5463,"",1041,"",470,""
"20120430","S92000003","Endoscopy","Upper Endoscopy",5383,"",1021,"",415,""
"20120531","S92000003","Endoscopy","Upper Endoscopy",5407,"",921,"",315,""
"20120630","S92000003","Endoscopy","Upper Endoscopy",5390,"",1059,"",468,""
"20120731","S92000003","Endoscopy","Upper Endoscopy",5267,"",987,"",406,""
"20120831","S92000003","Endoscopy","Upper Endoscopy",5130,"",780,"",299,""
"20120930","S92000003","Endoscopy","Upper Endoscopy",4847,"",718,"",323,""
"20121031","S92000003","Endoscopy","Upper Endoscopy",4751,"",710,"",396,""
"20121130","S92000003","Endoscopy","Upper Endoscopy",5079,"",734,"",469,""
"20121231","S92000003","Endoscopy","Upper Endoscopy",4717,"",895,"",609,""
"20130131","S92000003","Endoscopy","Upper Endoscopy",4919,"",684,"",524,""
"20130228","S92000003","Endoscopy","Upper Endoscopy",4803,"",514,"",235,""
"20130331","S92000003","Endoscopy","Upper Endoscopy",4632,"",464,"",183,""
"20130430","S92000003","Endoscopy","Upper Endoscopy",4894,"",461,"",222,""
"20130531","S92000003","Endoscopy","Upper Endoscopy",4532,"",473,"",152,""
"20130630","S92000003","Endoscopy","Upper Endoscopy",4099,"",314,"",68,""
"20130731","S92000003","Endoscopy","Upper Endoscopy",4140,"",309,"",73,""
"20130831","S92000003","Endoscopy","Upper Endoscopy",4087,"",320,"",103,""
"20130930","S92000003","Endoscopy","Upper Endoscopy",4132,"",346,"",117,""
"20131031","S92000003","Endoscopy","Upper Endoscopy",4381,"",286,"",96,""
"20131130","S92000003","Endoscopy","Upper Endoscopy",4427,"",236,"",67,""
"20131231","S92000003","Endoscopy","Upper Endoscopy",4593,"",467,"",110,""
"20140131","S92000003","Endoscopy","Upper Endoscopy",5231,"",453,"",257,""
"20140228","S92000003","Endoscopy","Upper Endoscopy",5230,"",673,"",268,""
"20140331","S92000003","Endoscopy","Upper Endoscopy",5456,"",1222,"",503,""
"20140430","S92000003","Endoscopy","Upper Endoscopy",5406,"",1361,"",841,""
"20140531","S92000003","Endoscopy","Upper Endoscopy",5467,"",1466,"",976,""
"20140630","S92000003","Endoscopy","Upper Endoscopy",5343,"",1467,"",964,""
"20140731","S92000003","Endoscopy","Upper Endoscopy",5060,"",1405,"",920,""
"20140831","S92000003","Endoscopy","Upper Endoscopy",5207,"",1365,"",887,""
"20140930","S92000003","Endoscopy","Upper Endoscopy",5232,"",1311,"",791,""
"20141031","S92000003","Endoscopy","Upper Endoscopy",5370,"",1430,"",788,""
"20141130","S92000003","Endoscopy","Upper Endoscopy",5540,"",1454,"",847,""
"20141231","S92000003","Endoscopy","Upper Endoscopy",5585,"",1689,"",1076,""
"20150131","S92000003","Endoscopy","Upper Endoscopy",5996,"",2060,"",1535,""
"20150228","S92000003","Endoscopy","Upper Endoscopy",6803,"",2097,"",1338,""
"20150331","S92000003","Endoscopy","Upper Endoscopy",7014,"",2450,"",1555,""
"20150430","S92000003","Endoscopy","Upper Endoscopy",7199,"",2984,"",1970,""
"20150531","S92000003","Endoscopy","Upper Endoscopy",6995,"",2718,"",1849,""
"20150630","S92000003","Endoscopy","Upper Endoscopy",6822,"",2538,"",1778,""
"20150731","S92000003","Endoscopy","Upper Endoscopy",6276,"",2358,"",1761,""
"20150831","S92000003","Endoscopy","Upper Endoscopy",6437,"",2190,"",1612,""
"20150930","S92000003","Endoscopy","Upper Endoscopy",6109,"",2067,"",1480,""
"20151031","S92000003","Endoscopy","Upper Endoscopy",6136,"",2143,"",1597,""
"20151130","S92000003","Endoscopy","Upper Endoscopy",5983,"",1687,"",1186,""
"20151231","S92000003","Endoscopy","Upper Endoscopy",5763,"",1792,"",1145,""
"20160131","S92000003","Endoscopy","Upper Endoscopy",6039,"",1857,"",1416,""
"20160229","S92000003","Endoscopy","Upper Endoscopy",5977,"",1620,"",1037,""
"20160331","S92000003","Endoscopy","Upper Endoscopy",5947,"",1707,"",1046,""
"20160430","S92000003","Endoscopy","Upper Endoscopy",6129,"",1830,"",1189,""
"20160531","S92000003","Endoscopy","Upper Endoscopy",6122,"",1702,"",1036,""
"20160630","S92000003","Endoscopy","Upper Endoscopy",6014,"",1588,"",1005,""
"20160731","S92000003","Endoscopy","Upper Endoscopy",6251,"",1937,"",1111,""
"20160831","S92000003","Endoscopy","Upper Endoscopy",6483,"",2205,"",1376,""
"20160930","S92000003","Endoscopy","Upper Endoscopy",6822,"",2510,"",1595,""
"20161031","S92000003","Endoscopy","Upper Endoscopy",7089,"",2580,"",1742,""
"20161130","S92000003","Endoscopy","Upper Endoscopy",7141,"",2627,"",1756,""
"20161231","S92000003","Endoscopy","Upper Endoscopy",7196,"",2780,"",1859,""
"20170131","S92000003","Endoscopy","Upper Endoscopy",7332,"",2595,"",2035,""
"20170228","S92000003","Endoscopy","Upper Endoscopy",7969,"",2689,"",1779,""
"20170331","S92000003","Endoscopy","Upper Endoscopy",8303,"",2941,"",1912,""
"20170430","S92000003","Endoscopy","Upper Endoscopy",8473,"",3837,"",2599,""
"20170531","S92000003","Endoscopy","Upper Endoscopy",8342,"",3813,"",2768,""
"20170630","S92000003","Endoscopy","Upper Endoscopy",8607,"",3900,"",2960,""
"20170731","S92000003","Endoscopy","Upper Endoscopy",8655,"",4398,"",3292,""
"20170831","S92000003","Endoscopy","Upper Endoscopy",8653,"",4209,"",3386,""
"20170930","S92000003","Endoscopy","Upper Endoscopy",8919,"",4498,"",3475,""
"20171031","S92000003","Endoscopy","Upper Endoscopy",9341,"",4773,"",3782,""
"20171130","S92000003","Endoscopy","Upper Endoscopy",9336,"",4529,"",3610,""
"20171231","S92000003","Endoscopy","Upper Endoscopy",9539,"",5161,"",3949,""
"20180131","S92000003","Endoscopy","Upper Endoscopy",9492,"",4844,"",4212,""
"20180228","S92000003","Endoscopy","Upper Endoscopy",9700,"",4788,"",3636,""
"20180331","S92000003","Endoscopy","Upper Endoscopy",10180,"",5235,"",4073,""
"20180430","S92000003","Endoscopy","Upper Endoscopy",9857,"",5156,"",4086,""
"20180531","S92000003","Endoscopy","Upper Endoscopy",9998,"",5264,"",4033,""
"20180630","S92000003","Endoscopy","Upper Endoscopy",9778,"",5206,"",4149,""
"20180731","S92000003","Endoscopy","Upper Endoscopy",9853,"",5514,"",4364,""
"20180831","S92000003","Endoscopy","Upper Endoscopy",9782,"",5471,"",4436,""
"20180930","S92000003","Endoscopy","Upper Endoscopy",9935,"",5407,"",4258,""
"20181031","S92000003","Endoscopy","Upper Endoscopy",9786,"",5261,"",4207,""
"20181130","S92000003","Endoscopy","Upper Endoscopy",9480,"",4786,"",3865,""
"20181231","S92000003","Endoscopy","Upper Endoscopy",9680,"",5445,"",4038,""
"20190131","S92000003","Endoscopy","Upper Endoscopy",9670,"",4971,"",4284,""
"20190228","S92000003","Endoscopy","Upper Endoscopy",9645,"",4828,"",3632,""
"20190331","S92000003","Endoscopy","Upper Endoscopy",9436,"",4663,"",3532,""
"20190430","S92000003","Endoscopy","Upper Endoscopy",9028,"",4486,"",3244,""
"20190531","S92000003","Endoscopy","Upper Endoscopy",8160,"",3869,"",2871,""
"20190630","S92000003","Endoscopy","Upper Endoscopy",8085,"",3818,"",2804,""
"20190731","S92000003","Endoscopy","Upper Endoscopy",7805,"",3799,"",2748,""
"20190831","S92000003","Endoscopy","Upper Endoscopy",7623,"",3454,"",2568,""
"20190930","S92000003","Endoscopy","Upper Endoscopy",7365,"",3217,"",2237,""
"20191031","S92000003","Endoscopy","Upper Endoscopy",7623,"",3262,"",2308,""
"20191130","S92000003","Endoscopy","Upper Endoscopy",7704,"",3202,"",2298,""
"20191231","S92000003","Endoscopy","Upper Endoscopy",8303,"",3951,"",2722,""
"20200131","S92000003","Endoscopy","Upper Endoscopy",8807,"",3932,"",3354,""
"20200229","S92000003","Endoscopy","Upper Endoscopy",8997,"",4385,"",3260,""
"20200331","S92000003","Endoscopy","Upper Endoscopy",9285,"",5774,"",4253,""
"20200430","S92000003","Endoscopy","Upper Endoscopy",10198,"",9154,"",8269,""
"20200531","S92000003","Endoscopy","Upper Endoscopy",10968,"",9835,"",9384,""
"20200630","S92000003","Endoscopy","Upper Endoscopy",11943,"",10099,"",9531,""
"20200731","S92000003","Endoscopy","Upper Endoscopy",12556,"",10350,"",9662,""
"20200831","S92000003","Endoscopy","Upper Endoscopy",13222,"",10703,"",10000,""
"20200930","S92000003","Endoscopy","Upper Endoscopy",13595,"",10993,"",10186,""
"20201031","S92000003","Endoscopy","Upper Endoscopy",13531,"",10992,"",10220,""
"20201130","S92000003","Endoscopy","Upper Endoscopy",13147,"",10324,"",9519,""
"20201231","S92000003","Endoscopy","Upper Endoscopy",13405,"",10685,"",9819,""
"20210131","S92000003","Endoscopy","Upper Endoscopy",13467,"",10970,"",10394,""
"20210228","S92000003","Endoscopy","Upper Endoscopy",13409,"",10771,"",10001,""
"20210331","S92000003","Endoscopy","Upper Endoscopy",13080,"",10166,"",9478,""
"20210430","S92000003","Endoscopy","Upper Endoscopy",13454,"",10286,"",9441,""
"20210531","S92000003","Endoscopy","Upper Endoscopy",13334,"",10137,"",9207,""
"20210630","S92000003","Endoscopy","Upper Endoscopy",12736,"",9396,"",8599,""
"20210731","S92000003","Endoscopy","Upper Endoscopy",12675,"",9611,"",8731,""
"20210831","S92000003","Endoscopy","Upper Endoscopy",12562,"",9511,"",8775,""
"20210930","S92000003","Endoscopy","Upper Endoscopy",12277,"",9255,"",8390,""
"20070930","S92000003","Imaging","All Imaging",18043,"d",5855,"d",2741,"d"
"20071231","S92000003","Imaging","All Imaging",25779,"d",8148,"d",3025,"d"
"20080131","S92000003","Imaging","All Imaging",26601,"d",5762,"d",2377,"d"
"20080229","S92000003","Imaging","All Imaging",31583,"d",6715,"d",2544,"d"
"20080331","S92000003","Imaging","All Imaging",30247,"d",7907,"d",3053,"d"
"20080430","S92000003","Imaging","All Imaging",29949,"d",7260,"d",3187,"d"
"20080531","S92000003","Imaging","All Imaging",30682,"d",7068,"d",2727,"d"
"20080630","S92000003","Imaging","All Imaging",31131,"d",7281,"d",2984,"d"
"20080731","S92000003","Imaging","All Imaging",30337,"d",7440,"d",3335,"d"
"20080831","S92000003","Imaging","All Imaging",31586,"d",6845,"d",3211,"d"
"20080930","S92000003","Imaging","All Imaging",31706,"d",6763,"d",2747,"d"
"20081031","S92000003","Imaging","All Imaging",31939,"d",5968,"d",2143,"d"
"20081130","S92000003","Imaging","All Imaging",29542,"d",5103,"d",1685,"d"
"20081231","S92000003","Imaging","All Imaging",27429,"d",4717,"d",880,"d"
"20090131","S92000003","Imaging","All Imaging",28381,"d",3300,"d",615,"d"
"20090228","S92000003","Imaging","All Imaging",31374,"d",3169,"d",356,"d"
"20090331","S92000003","Imaging","All Imaging",28246,"d",2157,"d",48,"d"
"20090430","S92000003","Imaging","All Imaging",31871,"d",3449,"d",467,"d"
"20090531","S92000003","Imaging","All Imaging",31405,"d",3529,"d",467,"d"
"20090630","S92000003","Imaging","All Imaging",30021,"d",2827,"d",480,"d"
"20090731","S92000003","Imaging","All Imaging",30387,"d",3774,"d",484,"d"
"20090831","S92000003","Imaging","All Imaging",30378,"d",3108,"d",416,"d"
"20090930","S92000003","Imaging","All Imaging",30001,"d",3142,"d",538,"d"
"20091031","S92000003","Imaging","All Imaging",29634,"d",3297,"d",526,"d"
"20091130","S92000003","Imaging","All Imaging",29091,"d",3036,"d",559,"d"
"20091231","S92000003","Imaging","All Imaging",26203,"d",2907,"d",519,"d"
"20100131","S92000003","Imaging","All Imaging",26452,"d",1219,"d",42,"d"
"20100228","S92000003","Imaging","All Imaging",25927,"d",1067,"d",497,"d"
"20100331","S92000003","Imaging","All Imaging",23870,"d",613,"d",600,"d"
"20100430","S92000003","Imaging","All Imaging",22473,"d",748,"d",530,"d"
"20100531","S92000003","Imaging","All Imaging",22112,"d",338,"d",239,"d"
"20100630","S92000003","Imaging","All Imaging",22009,"d",10,"d",0,"d"
"20100731","S92000003","Imaging","All Imaging",21553,"d",7,"d",0,"d"
"20100831","S92000003","Imaging","All Imaging",22736,"d",21,"d",1,"d"
"20100930","S92000003","Imaging","All Imaging",23570,"d",28,"d",0,"d"
"20101031","S92000003","Imaging","All Imaging",24442,"d",21,"d",1,"d"
"20101130","S92000003","Imaging","All Imaging",24671,"d",39,"d",0,"d"
"20101231","S92000003","Imaging","All Imaging",23698,"d",197,"d",3,"d"
"20110131","S92000003","Imaging","All Imaging",24779,"d",54,"d",1,"d"
"20110228","S92000003","Imaging","All Imaging",25250,"d",46,"d",0,"d"
"20110331","S92000003","Imaging","All Imaging",26623,"d",127,"d",2,"d"
"20110430","S92000003","Imaging","All Imaging",25503,"d",526,"d",14,"d"
"20110531","S92000003","Imaging","All Imaging",26584,"d",541,"d",140,"d"
"20110630","S92000003","Imaging","All Imaging",27544,"d",835,"d",399,"d"
"20110731","S92000003","Imaging","All Imaging",25649,"d",1616,"d",902,"d"
"20110831","S92000003","Imaging","All Imaging",26424,"d",1261,"d",677,"d"
"20110930","S92000003","Imaging","All Imaging",27189,"d",957,"d",385,"d"
"20111031","S92000003","Imaging","All Imaging",27164,"d",881,"d",249,"d"
"20111130","S92000003","Imaging","All Imaging",28978,"d",690,"d",79,"d"
"20111231","S92000003","Imaging","All Imaging",28682,"d",1713,"d",835,"d"
"20120131","S92000003","Imaging","All Imaging",30339,"d",1967,"d",1273,"d"
"20120229","S92000003","Imaging","All Imaging",31005,"d",1628,"d",781,"d"
"20120331","S92000003","Imaging","All Imaging",32228,"d",1687,"d",600,"d"
"20120430","S92000003","Imaging","All Imaging",31044,"d",1618,"d",584,"d"
"20120531","S92000003","Imaging","All Imaging",31509,"d",1260,"d",429,"d"
"20120630","S92000003","Imaging","All Imaging",30896,"d",1703,"d",626,"d"
"20120731","S92000003","Imaging","All Imaging",30385,"d",1612,"d",657,"d"
"20120831","S92000003","Imaging","All Imaging",30532,"d",1347,"d",475,"d"
"20120930","S92000003","Imaging","All Imaging",31572,"d",1311,"d",472,"d"
"20121031","S92000003","Imaging","All Imaging",30539,"d",1158,"d",597,"d"
"20121130","S92000003","Imaging","All Imaging",29942,"d",1199,"d",563,"d"
"20121231","S92000003","Imaging","All Imaging",28260,"d",1735,"d",509,"d"
"20130131","S92000003","Imaging","All Imaging",30763,"d",1916,"d",1138,"d"
"20130228","S92000003","Imaging","All Imaging",32791,"d",1832,"d",572,"d"
"20130331","S92000003","Imaging","All Imaging",33314,"d",3143,"d",994,"d"
"20130430","S92000003","Imaging","All Imaging",34132,"d",2187,"d",721,"d"
"20130531","S92000003","Imaging","All Imaging",34080,"d",2438,"d",702,"d"
"20130630","S92000003","Imaging","All Imaging",34907,"d",2647,"d",1048,"d"
"20130731","S92000003","Imaging","All Imaging",32818,"d",2955,"d",1254,"d"
"20130831","S92000003","Imaging","All Imaging",33413,"d",2567,"d",1109,"d"
"20130930","S92000003","Imaging","All Imaging",34765,"d",2378,"d",833,"d"
"20131031","S92000003","Imaging","All Imaging",34876,"d",2567,"d",745,"d"
"20131130","S92000003","Imaging","All Imaging",35087,"d",2605,"d",773,"d"
"20131231","S92000003","Imaging","All Imaging",33912,"d",4215,"d",997,"d"
"20140131","S92000003","Imaging","All Imaging",37658,"d",2749,"d",1206,"d"
"20140228","S92000003","Imaging","All Imaging",37525,"d",3043,"d",726,"d"
"20140331","S92000003","Imaging","All Imaging",38639,"d",3208,"d",927,"d"
"20140430","S92000003","Imaging","All Imaging",38489,"d",4690,"d",1698,"d"
"20140531","S92000003","Imaging","All Imaging",40612,"d",4319,"d",1797,"d"
"20140630","S92000003","Imaging","All Imaging",41229,"d",4859,"d",1903,"d"
"20140731","S92000003","Imaging","All Imaging",39461,"d",5419,"d",2336,"d"
"20140831","S92000003","Imaging","All Imaging",39249,"d",5411,"d",2565,"d"
"20140930","S92000003","Imaging","All Imaging",40604,"d",5540,"d",2281,"d"
"20141031","S92000003","Imaging","All Imaging",39071,"d",4667,"d",1966,"d"
"20141130","S92000003","Imaging","All Imaging",39743,"d",3695,"d",1225,"d"
"20141231","S92000003","Imaging","All Imaging",35468,"d",4950,"d",1445,"d"
"20150131","S92000003","Imaging","All Imaging",38731,"d",3926,"d",2025,"d"
"20150228","S92000003","Imaging","All Imaging",39378,"d",3752,"d",1096,"d"
"20150331","S92000003","Imaging","All Imaging",41346,"d",4383,"d",1201,"d"
"20150430","S92000003","Imaging","All Imaging",40824,"d",6995,"d",2098,"d"
"20150531","S92000003","Imaging","All Imaging",41325,"d",5859,"d",1874,"d"
"20150630","S92000003","Imaging","All Imaging",41887,"d",6017,"d",2026,"d"
"20150731","S92000003","Imaging","All Imaging",39694,"d",6728,"d",2315,"d"
"20150831","S92000003","Imaging","All Imaging",39293,"d",4745,"d",1739,"d"
"20150930","S92000003","Imaging","All Imaging",38606,"d",4422,"d",1133,"d"
"20151031","S92000003","Imaging","All Imaging",39078,"d",4131,"d",859,"d"
"20151130","S92000003","Imaging","All Imaging",38583,"d",2248,"d",329,"d"
"20151231","S92000003","Imaging","All Imaging",36941,"d",4471,"d",638,"d"
"20160131","S92000003","Imaging","All Imaging",39830,"d",3599,"d",1245,"d"
"20160229","S92000003","Imaging","All Imaging",42068,"d",3603,"d",708,"d"
"20160331","S92000003","Imaging","All Imaging",43704,"d",4822,"d",826,"d"
"20160430","S92000003","Imaging","All Imaging",44100,"d",5497,"d",1483,"d"
"20160531","S92000003","Imaging","All Imaging",45829,"d",6060,"d",1544,"d"
"20160630","S92000003","Imaging","All Imaging",44780,"d",6539,"d",2187,"d"
"20160731","S92000003","Imaging","All Imaging",44553,"d",8562,"d",3529,"d"
"20160831","S92000003","Imaging","All Imaging",44360,"d",5916,"d",2315,"d"
"20160930","S92000003","Imaging","All Imaging",46037,"d",6578,"d",2227,"d"
"20161031","S92000003","Imaging","All Imaging",46182,"d",7319,"d",2871,"d"
"20161130","S92000003","Imaging","All Imaging",45753,"d",6679,"d",2630,"d"
"20161231","S92000003","Imaging","All Imaging",45107,"d",8858,"d",3703,"d"
"20170131","S92000003","Imaging","All Imaging",48768,"d",8319,"d",5092,"d"
"20170228","S92000003","Imaging","All Imaging",52302,"d",9623,"d",4023,"d"
"20170331","S92000003","Imaging","All Imaging",55157,"d",10678,"d",4565,"d"
"20170430","S92000003","Imaging","All Imaging",53638,"d",13426,"d",5543,"d"
"20170531","S92000003","Imaging","All Imaging",53981,"d",11047,"d",5186,"d"
"20170630","S92000003","Imaging","All Imaging",56089,"d",12124,"d",5204,"d"
"20170731","S92000003","Imaging","All Imaging",52020,"d",12000,"d",4626,"d"
"20170831","S92000003","Imaging","All Imaging",52540,"d",10424,"d",4286,"d"
"20170930","S92000003","Imaging","All Imaging",53341,"d",11054,"d",4288,"d"
"20171031","S92000003","Imaging","All Imaging",54566,"d",11682,"d",5113,"d"
"20171130","S92000003","Imaging","All Imaging",53411,"d",10091,"d",3778,"d"
"20171231","S92000003","Imaging","All Imaging",51498,"d",12621,"d",4851,"d"
"20180131","S92000003","Imaging","All Imaging",53534,"d",10101,"d",6211,"d"
"20180228","S92000003","Imaging","All Imaging",55858,"d",11977,"d",4315,"d"
"20180331","S92000003","Imaging","All Imaging",60653,"d",14639,"d",5647,"d"
"20180430","S92000003","Imaging","All Imaging",61753,"d",16024,"d",7618,"d"
"20180531","S92000003","Imaging","All Imaging",58408,"d",15290,"d",5731,"d"
"20180630","S92000003","Imaging","All Imaging",58430,"d",15142,"d",6035,"d"
"20180731","S92000003","Imaging","All Imaging",56137,"d",15797,"d",7330,"d"
"20180831","S92000003","Imaging","All Imaging",56599,"d",13965,"d",7017,"d"
"20180930","S92000003","Imaging","All Imaging",57291,"d",14320,"d",6190,"d"
"20181031","S92000003","Imaging","All Imaging",56430,"d",13787,"d",6280,"d"
"20181130","S92000003","Imaging","All Imaging",57352,"d",12305,"d",5240,"d"
"20181231","S92000003","Imaging","All Imaging",56572,"d",16449,"d",6716,"d"
"20190131","S92000003","Imaging","All Imaging",56547,"d",11985,"d",7572,"d"
"20190228","S92000003","Imaging","All Imaging",59139,"d",11725,"d",4153,"d"
"20190331","S92000003","Imaging","All Imaging",63818,"d",13914,"d",4854,"d"
"20190430","S92000003","Imaging","All Imaging",67496,"d",20315,"d",7338,"d"
"20190531","S92000003","Imaging","All Imaging",63715,"d",17528,"d",8167,"d"
"20190630","S92000003","Imaging","All Imaging",65326,"d",18207,"d",8337,"d"
"20190731","S92000003","Imaging","All Imaging",67913,"d",21270,"d",10985,"d"
"20190831","S92000003","Imaging","All Imaging",65929,"d",19736,"d",10068,"d"
"20190930","S92000003","Imaging","All Imaging",66694,"d",19028,"d",9380,"d"
"20191031","S92000003","Imaging","All Imaging",67130,"d",20789,"d",10561,"d"
"20191130","S92000003","Imaging","All Imaging",66589,"d",17985,"d",8811,"d"
"20191231","S92000003","Imaging","All Imaging",65647,"d",24059,"d",10916,"d"
"20200131","S92000003","Imaging","All Imaging",66763,"d",15722,"d",10640,"d"
"20200229","S92000003","Imaging","All Imaging",65869,"d",16629,"d",6491,"d"
"20200331","S92000003","Imaging","All Imaging",61228,"d",36576,"d",11710,"d"
"20200430","S92000003","Imaging","All Imaging",65538,"d",56269,"d",45663,"d"
"20200531","S92000003","Imaging","All Imaging",64972,"d",47453,"d",43969,"d"
"20200630","S92000003","Imaging","All Imaging",68643,"d",45363,"d",40581,"d"
"20200731","S92000003","Imaging","All Imaging",69148,"d",40582,"d",33963,"d"
"20200831","S92000003","Imaging","All Imaging",67778,"d",34039,"d",27034,"d"
"20200930","S92000003","Imaging","All Imaging",69947,"d",33238,"d",24585,"d"
"20201031","S92000003","Imaging","All Imaging",69872,"d",33711,"d",25546,"d"
"20201130","S92000003","Imaging","All Imaging",68204,"d",29280,"d",21327,"d"
"20201231","S92000003","Imaging","All Imaging",69276,"d",32621,"d",23056,"d"
"20210131","S92000003","Imaging","All Imaging",68770,"d",31668,"d",25687,"d"
"20210228","S92000003","Imaging","All Imaging",70244,"d",30515,"d",21338,"d"
"20210331","S92000003","Imaging","All Imaging",72209,"d",28144,"d",18941,"d"
"20210430","S92000003","Imaging","All Imaging",73760,"d",30394,"d",18956,"d"
"20210531","S92000003","Imaging","All Imaging",76599,"d",29558,"d",17799,"d"
"20210630","S92000003","Imaging","All Imaging",80744,"d",34052,"d",21178,"d"
"20210731","S92000003","Imaging","All Imaging",82650,"d",41115,"d",27400,"d"
"20210831","S92000003","Imaging","All Imaging",85355,"d",41021,"d",29249,"d"
"20210930","S92000003","Imaging","All Imaging",90817,"d",43690,"d",30076,"d"
"20070930","S92000003","Imaging","Barium Studies",948,"",306,"",114,""
"20071231","S92000003","Imaging","Barium Studies",1233,"",295,"",34,""
"20080131","S92000003","Imaging","Barium Studies",1090,"",106,"",37,""
"20080229","S92000003","Imaging","Barium Studies",2823,"",220,"",54,""
"20080331","S92000003","Imaging","Barium Studies",1031,"",154,"",28,""
"20080430","S92000003","Imaging","Barium Studies",988,"",105,"",27,""
"20080531","S92000003","Imaging","Barium Studies",953,"",133,"",20,""
"20080630","S92000003","Imaging","Barium Studies",661,"",63,"",16,""
"20080731","S92000003","Imaging","Barium Studies",739,"",56,"",8,""
"20080831","S92000003","Imaging","Barium Studies",838,"",113,"",8,""
"20080930","S92000003","Imaging","Barium Studies",866,"",73,"",8,""
"20081031","S92000003","Imaging","Barium Studies",945,"",73,"",16,""
"20081130","S92000003","Imaging","Barium Studies",738,"",64,"",9,""
"20081231","S92000003","Imaging","Barium Studies",871,"",56,"",4,""
"20090131","S92000003","Imaging","Barium Studies",905,"",32,"",1,""
"20090228","S92000003","Imaging","Barium Studies",942,"",49,"",1,""
"20090331","S92000003","Imaging","Barium Studies",887,"",82,"",2,""
"20090430","S92000003","Imaging","Barium Studies",1036,"",106,"",31,""
"20090531","S92000003","Imaging","Barium Studies",886,"",98,"",25,""
"20090630","S92000003","Imaging","Barium Studies",783,"",75,"",35,""
"20090731","S92000003","Imaging","Barium Studies",753,"",85,"",33,""
"20090831","S92000003","Imaging","Barium Studies",650,"",35,"",17,""
"20090930","S92000003","Imaging","Barium Studies",618,"",60,"",43,""
"20091031","S92000003","Imaging","Barium Studies",651,"",65,"",38,""
"20091130","S92000003","Imaging","Barium Studies",569,"",63,"",33,""
"20091231","S92000003","Imaging","Barium Studies",586,"",72,"",40,""
"20100131","S92000003","Imaging","Barium Studies",561,"",10,"",0,""
"20100228","S92000003","Imaging","Barium Studies",590,"",35,"",23,""
