Quarter,HB,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,Date,DateSquared,Pandemic
2016Q4,S08000029,Breast,28,27,19,361,0
2016Q4,S08000029,Cervical,5,1,19,361,0
2016Q4,S08000029,Colorectal,29,27,19,361,0
2016Q4,S08000029,Head & Neck,3,3,19,361,0
2016Q4,S08000029,Lung,50,40,19,361,0
2016Q4,S08000029,Lymphoma,9,6,19,361,0
2016Q4,S08000029,Melanoma,6,6,19,361,0
2016Q4,S08000029,Ovarian,8,8,19,361,0
2016Q4,S08000029,Upper GI,27,24,19,361,0
2016Q4,S08000029,Urological,28,23,19,361,0
2016Q4,S08000030,Breast,89,79,19,361,0
2016Q4,S08000030,Cervical,1,0,19,361,0
2016Q4,S08000030,Colorectal,50,44,19,361,0
2016Q4,S08000030,Head & Neck,9,6,19,361,0
2016Q4,S08000030,Lung,43,40,19,361,0
2016Q4,S08000030,Melanoma,5,4,19,361,0
2016Q4,S08000030,Ovarian,3,3,19,361,0
2016Q4,S08000030,Upper GI,34,34,19,361,0
2016Q4,S08000030,Urological,34,25,19,361,0
2016Q4,S08000031,Breast,239,227,19,361,0
2016Q4,S08000031,Cervical,8,8,19,361,0
2016Q4,S08000031,Colorectal,108,94,19,361,0
2016Q4,S08000031,Head & Neck,45,32,19,361,0
2016Q4,S08000031,Lung,147,136,19,361,0
2016Q4,S08000031,Lymphoma,28,26,19,361,0
2016Q4,S08000031,Melanoma,30,28,19,361,0
2016Q4,S08000031,Ovarian,24,24,19,361,0
2016Q4,S08000031,Upper GI,100,83,19,361,0
2016Q4,S08000031,Urological,125,76,19,361,0
2016Q4,S08000032,Breast,69,69,19,361,0
2016Q4,S08000032,Cervical,7,7,19,361,0
2016Q4,S08000032,Colorectal,40,36,19,361,0
2016Q4,S08000032,Head & Neck,7,7,19,361,0
2016Q4,S08000032,Lung,38,37,19,361,0
2016Q4,S08000032,Lymphoma,1,1,19,361,0
2016Q4,S08000032,Melanoma,16,16,19,361,0
2016Q4,S08000032,Ovarian,9,8,19,361,0
2016Q4,S08000032,Upper GI,17,17,19,361,0
2016Q4,S08000032,Urological,43,37,19,361,0
2017Q1,S08000015,Breast,98,93,20,400,0
2017Q1,S08000015,Colorectal,41,38,20,400,0
2017Q1,S08000015,Head & Neck,11,8,20,400,0
2017Q1,S08000015,Lung,40,38,20,400,0
2017Q1,S08000015,Melanoma,5,5,20,400,0
2017Q1,S08000015,Ovarian,1,1,20,400,0
2017Q1,S08000015,Upper GI,23,20,20,400,0
2017Q1,S08000015,Urological,30,28,20,400,0
2017Q1,S08000016,Breast,5,5,20,400,0
2017Q1,S08000016,Cervical,2,2,20,400,0
2017Q1,S08000016,Colorectal,18,18,20,400,0
2017Q1,S08000016,Head & Neck,6,5,20,400,0
2017Q1,S08000016,Lung,14,14,20,400,0
2017Q1,S08000016,Lymphoma,3,3,20,400,0
2017Q1,S08000016,Melanoma,5,5,20,400,0
2017Q1,S08000016,Ovarian,4,4,20,400,0
2017Q1,S08000016,Upper GI,11,11,20,400,0
2017Q1,S08000016,Urological,13,10,20,400,0
2017Q1,S08000017,Breast,14,14,20,400,0
2017Q1,S08000017,Cervical,1,1,20,400,0
2017Q1,S08000017,Colorectal,13,10,20,400,0
2017Q1,S08000017,Head & Neck,3,3,20,400,0
2017Q1,S08000017,Lung,14,14,20,400,0
2017Q1,S08000017,Lymphoma,6,6,20,400,0
2017Q1,S08000017,Melanoma,3,3,20,400,0
2017Q1,S08000017,Ovarian,2,2,20,400,0
2017Q1,S08000017,Upper GI,14,14,20,400,0
2017Q1,S08000017,Urological,11,11,20,400,0
2017Q1,S08000019,Breast,20,18,20,400,0
2017Q1,S08000019,Cervical,3,3,20,400,0
2017Q1,S08000019,Colorectal,30,28,20,400,0
2017Q1,S08000019,Head & Neck,8,4,20,400,0
2017Q1,S08000019,Lung,42,40,20,400,0
2017Q1,S08000019,Lymphoma,8,8,20,400,0
2017Q1,S08000019,Melanoma,15,12,20,400,0
2017Q1,S08000019,Ovarian,9,9,20,400,0
2017Q1,S08000019,Upper GI,20,19,20,400,0
2017Q1,S08000019,Urological,50,42,20,400,0
2017Q1,S08000020,Breast,85,80,20,400,0
2017Q1,S08000020,Cervical,9,7,20,400,0
2017Q1,S08000020,Colorectal,45,33,20,400,0
2017Q1,S08000020,Head & Neck,20,18,20,400,0
2017Q1,S08000020,Lung,65,58,20,400,0
2017Q1,S08000020,Lymphoma,15,12,20,400,0
2017Q1,S08000020,Melanoma,13,11,20,400,0
2017Q1,S08000020,Ovarian,11,7,20,400,0
2017Q1,S08000020,Upper GI,54,52,20,400,0
2017Q1,S08000020,Urological,68,54,20,400,0
2017Q1,S08000022,Breast,47,47,20,400,0
2017Q1,S08000022,Cervical,1,1,20,400,0
2017Q1,S08000022,Colorectal,22,18,20,400,0
2017Q1,S08000022,Head & Neck,8,8,20,400,0
2017Q1,S08000022,Lung,27,24,20,400,0
2017Q1,S08000022,Lymphoma,7,7,20,400,0
2017Q1,S08000022,Melanoma,4,4,20,400,0
2017Q1,S08000022,Ovarian,5,4,20,400,0
2017Q1,S08000022,Upper GI,21,19,20,400,0
2017Q1,S08000022,Urological,30,18,20,400,0
2017Q1,S08000024,Breast,166,163,20,400,0
2017Q1,S08000024,Cervical,4,3,20,400,0
2017Q1,S08000024,Colorectal,68,60,20,400,0
2017Q1,S08000024,Head & Neck,19,19,20,400,0
2017Q1,S08000024,Lung,60,59,20,400,0
2017Q1,S08000024,Lymphoma,12,7,20,400,0
2017Q1,S08000024,Melanoma,12,12,20,400,0
2017Q1,S08000024,Ovarian,7,4,20,400,0
2017Q1,S08000024,Upper GI,31,29,20,400,0
2017Q1,S08000024,Urological,79,59,20,400,0
2017Q1,S08000025,Colorectal,4,4,20,400,0
2017Q1,S08000025,Head & Neck,1,1,20,400,0
2017Q1,S08000025,Melanoma,1,1,20,400,0
2017Q1,S08000025,Upper GI,4,4,20,400,0
2017Q1,S08000025,Urological,3,1,20,400,0
2017Q1,S08000026,Breast,1,1,20,400,0
2017Q1,S08000026,Colorectal,3,2,20,400,0
2017Q1,S08000026,Lung,1,1,20,400,0
2017Q1,S08000026,Lymphoma,1,1,20,400,0
2017Q1,S08000026,Ovarian,1,1,20,400,0
2017Q1,S08000026,Upper GI,2,2,20,400,0
2017Q1,S08000026,Urological,8,8,20,400,0
2017Q1,S08000028,Breast,2,2,20,400,0
2017Q1,S08000028,Colorectal,4,4,20,400,0
2017Q1,S08000028,Head & Neck,1,0,20,400,0
2017Q1,S08000028,Lung,2,2,20,400,0
2017Q1,S08000028,Lymphoma,1,1,20,400,0
2017Q1,S08000028,Ovarian,1,0,20,400,0
2017Q1,S08000028,Upper GI,3,3,20,400,0
2017Q1,S08000028,Urological,6,5,20,400,0
2017Q1,S08000029,Breast,25,23,20,400,0
2017Q1,S08000029,Cervical,6,1,20,400,0
2017Q1,S08000029,Colorectal,33,29,20,400,0
2017Q1,S08000029,Head & Neck,3,2,20,400,0
2017Q1,S08000029,Lung,60,52,20,400,0
2017Q1,S08000029,Lymphoma,4,3,20,400,0
2017Q1,S08000029,Ovarian,2,2,20,400,0
2017Q1,S08000029,Upper GI,19,18,20,400,0
2017Q1,S08000029,Urological,33,19,20,400,0
2017Q1,S08000030,Breast,82,78,20,400,0
2017Q1,S08000030,Cervical,3,1,20,400,0
2017Q1,S08000030,Colorectal,45,39,20,400,0
2017Q1,S08000030,Head & Neck,2,1,20,400,0
2017Q1,S08000030,Lung,46,43,20,400,0
2017Q1,S08000030,Lymphoma,3,3,20,400,0
2017Q1,S08000030,Melanoma,5,4,20,400,0
2017Q1,S08000030,Ovarian,1,1,20,400,0
2017Q1,S08000030,Upper GI,34,34,20,400,0
2017Q1,S08000030,Urological,39,29,20,400,0
2017Q1,S08000031,Breast,244,221,20,400,0
2017Q1,S08000031,Cervical,7,7,20,400,0
2017Q1,S08000031,Colorectal,112,92,20,400,0
2017Q1,S08000031,Head & Neck,36,31,20,400,0
2017Q1,S08000031,Lung,155,137,20,400,0
2017Q1,S08000031,Lymphoma,26,24,20,400,0
2017Q1,S08000031,Melanoma,39,39,20,400,0
2017Q1,S08000031,Ovarian,17,17,20,400,0
2017Q1,S08000031,Upper GI,88,74,20,400,0
2017Q1,S08000031,Urological,140,78,20,400,0
2017Q1,S08000032,Breast,55,55,20,400,0
2017Q1,S08000032,Cervical,11,11,20,400,0
2017Q1,S08000032,Colorectal,58,52,20,400,0
2017Q1,S08000032,Head & Neck,5,5,20,400,0
2017Q1,S08000032,Lung,47,47,20,400,0
2017Q1,S08000032,Lymphoma,8,8,20,400,0
2017Q1,S08000032,Melanoma,12,12,20,400,0
2017Q1,S08000032,Ovarian,5,4,20,400,0
2017Q1,S08000032,Upper GI,37,37,20,400,0
2017Q1,S08000032,Urological,53,48,20,400,0
2017Q2,S08000015,Breast,106,103,21,441,0
2017Q2,S08000015,Cervical,5,3,21,441,0
2017Q2,S08000015,Colorectal,39,30,21,441,0
2017Q2,S08000015,Head & Neck,11,6,21,441,0
2017Q2,S08000015,Lung,49,45,21,441,0
2017Q2,S08000015,Lymphoma,5,3,21,441,0
2017Q2,S08000015,Melanoma,9,9,21,441,0
2017Q2,S08000015,Ovarian,4,3,21,441,0
2017Q2,S08000015,Upper GI,25,22,21,441,0
2017Q2,S08000015,Urological,35,31,21,441,0
2017Q2,S08000016,Breast,12,11,21,441,0
2017Q2,S08000016,Colorectal,5,4,21,441,0
2017Q2,S08000016,Head & Neck,4,4,21,441,0
2017Q2,S08000016,Lung,19,19,21,441,0
2017Q2,S08000016,Lymphoma,2,2,21,441,0
2017Q2,S08000016,Melanoma,5,5,21,441,0
2017Q2,S08000016,Ovarian,1,1,21,441,0
2017Q2,S08000016,Upper GI,13,13,21,441,0
2017Q2,S08000016,Urological,17,13,21,441,0
2017Q2,S08000017,Breast,10,10,21,441,0
2017Q2,S08000017,Cervical,2,2,21,441,0
2017Q2,S08000017,Colorectal,15,14,21,441,0
2017Q2,S08000017,Head & Neck,5,5,21,441,0
2017Q2,S08000017,Lung,18,17,21,441,0
2017Q2,S08000017,Lymphoma,2,2,21,441,0
2017Q2,S08000017,Melanoma,6,6,21,441,0
2017Q2,S08000017,Ovarian,8,6,21,441,0
2017Q2,S08000017,Upper GI,17,17,21,441,0
2017Q2,S08000017,Urological,12,12,21,441,0
2017Q2,S08000019,Breast,32,29,21,441,0
2017Q2,S08000019,Cervical,3,2,21,441,0
2017Q2,S08000019,Colorectal,40,36,21,441,0
2017Q2,S08000019,Head & Neck,11,5,21,441,0
2017Q2,S08000019,Lung,36,26,21,441,0
2017Q2,S08000019,Lymphoma,6,4,21,441,0
2017Q2,S08000019,Melanoma,11,10,21,441,0
2017Q2,S08000019,Ovarian,10,9,21,441,0
2017Q2,S08000019,Upper GI,16,13,21,441,0
2017Q2,S08000019,Urological,52,42,21,441,0
2017Q2,S08000020,Breast,101,95,21,441,0
2017Q2,S08000020,Cervical,6,5,21,441,0
2017Q2,S08000020,Colorectal,38,25,21,441,0
2017Q2,S08000020,Head & Neck,11,4,21,441,0
2017Q2,S08000020,Lung,63,56,21,441,0
2017Q2,S08000020,Lymphoma,11,8,21,441,0
2017Q2,S08000020,Melanoma,10,8,21,441,0
2017Q2,S08000020,Ovarian,9,8,21,441,0
2017Q2,S08000020,Upper GI,60,57,21,441,0
2017Q2,S08000020,Urological,75,50,21,441,0
2017Q2,S08000022,Breast,49,49,21,441,0
2017Q2,S08000022,Cervical,2,2,21,441,0
2017Q2,S08000022,Colorectal,39,32,21,441,0
2017Q2,S08000022,Head & Neck,2,2,21,441,0
2017Q2,S08000022,Lung,30,28,21,441,0
2017Q2,S08000022,Lymphoma,8,7,21,441,0
2017Q2,S08000022,Melanoma,7,6,21,441,0
2017Q2,S08000022,Ovarian,5,4,21,441,0
2017Q2,S08000022,Upper GI,19,14,21,441,0
2017Q2,S08000022,Urological,32,17,21,441,0
2017Q2,S08000024,Breast,203,202,21,441,0
2017Q2,S08000024,Cervical,5,5,21,441,0
2017Q2,S08000024,Colorectal,75,60,21,441,0
2017Q2,S08000024,Head & Neck,34,31,21,441,0
2017Q2,S08000024,Lung,58,57,21,441,0
2017Q2,S08000024,Lymphoma,25,19,21,441,0
2017Q2,S08000024,Melanoma,21,18,21,441,0
2017Q2,S08000024,Ovarian,4,3,21,441,0
2017Q2,S08000024,Upper GI,22,20,21,441,0
2017Q2,S08000024,Urological,100,68,21,441,0
2017Q2,S08000025,Colorectal,1,1,21,441,0
2017Q2,S08000025,Lung,1,1,21,441,0
2017Q2,S08000025,Melanoma,1,1,21,441,0
2017Q2,S08000025,Upper GI,3,3,21,441,0
2017Q2,S08000025,Urological,1,1,21,441,0
2017Q2,S08000026,Breast,3,3,21,441,0
2017Q2,S08000026,Colorectal,3,3,21,441,0
2017Q2,S08000026,Head & Neck,1,0,21,441,0
2017Q2,S08000026,Ovarian,1,1,21,441,0
2017Q2,S08000026,Urological,1,1,21,441,0
2017Q2,S08000028,Colorectal,1,1,21,441,0
2017Q2,S08000028,Lung,3,3,21,441,0
2017Q2,S08000028,Ovarian,1,0,21,441,0
2017Q2,S08000028,Upper GI,4,4,21,441,0
2017Q2,S08000028,Urological,8,3,21,441,0
2017Q2,S08000029,Breast,34,34,21,441,0
2017Q2,S08000029,Cervical,4,2,21,441,0
2017Q2,S08000029,Colorectal,21,21,21,441,0
2017Q2,S08000029,Head & Neck,18,18,21,441,0
2017Q2,S08000029,Lung,68,62,21,441,0
2017Q2,S08000029,Lymphoma,9,7,21,441,0
2017Q2,S08000029,Melanoma,3,3,21,441,0
2017Q2,S08000029,Ovarian,4,3,21,441,0
2017Q2,S08000029,Upper GI,27,27,21,441,0
2017Q2,S08000029,Urological,31,26,21,441,0
2017Q2,S08000030,Breast,80,75,21,441,0
2017Q2,S08000030,Cervical,4,3,21,441,0
2017Q2,S08000030,Colorectal,52,44,21,441,0
2017Q2,S08000030,Head & Neck,3,3,21,441,0
2017Q2,S08000030,Lung,48,39,21,441,0
2017Q2,S08000030,Lymphoma,1,1,21,441,0
2017Q2,S08000030,Melanoma,4,4,21,441,0
2017Q2,S08000030,Ovarian,4,4,21,441,0
2017Q2,S08000030,Upper GI,31,30,21,441,0
2017Q2,S08000030,Urological,33,26,21,441,0
2017Q2,S08000031,Breast,258,240,21,441,0
2017Q2,S08000031,Cervical,14,13,21,441,0
2017Q2,S08000031,Colorectal,122,95,21,441,0
2017Q2,S08000031,Head & Neck,46,39,21,441,0
2017Q2,S08000031,Lung,164,143,21,441,0
2017Q2,S08000031,Lymphoma,45,41,21,441,0
2017Q2,S08000031,Melanoma,35,32,21,441,0
2017Q2,S08000031,Ovarian,17,17,21,441,0
2017Q2,S08000031,Upper GI,91,75,21,441,0
2017Q2,S08000031,Urological,132,81,21,441,0
2017Q2,S08000032,Breast,46,46,21,441,0
2017Q2,S08000032,Cervical,6,6,21,441,0
2017Q2,S08000032,Colorectal,52,51,21,441,0
2017Q2,S08000032,Head & Neck,5,5,21,441,0
2017Q2,S08000032,Lung,39,38,21,441,0
2017Q2,S08000032,Lymphoma,3,3,21,441,0
2017Q2,S08000032,Melanoma,23,23,21,441,0
2017Q2,S08000032,Ovarian,8,8,21,441,0
2017Q2,S08000032,Upper GI,19,19,21,441,0
2017Q2,S08000032,Urological,53,46,21,441,0
2017Q3,S08000015,Breast,102,101,22,484,0
2017Q3,S08000015,Colorectal,46,38,22,484,0
2017Q3,S08000015,Head & Neck,13,9,22,484,0
2017Q3,S08000015,Lung,54,46,22,484,0
2017Q3,S08000015,Lymphoma,2,2,22,484,0
2017Q3,S08000015,Melanoma,10,10,22,484,0
2017Q3,S08000015,Ovarian,6,5,22,484,0
2017Q3,S08000015,Upper GI,28,21,22,484,0
2017Q3,S08000015,Urological,41,33,22,484,0
2017Q3,S08000016,Breast,10,10,22,484,0
2017Q3,S08000016,Cervical,2,2,22,484,0
2017Q3,S08000016,Colorectal,12,12,22,484,0
2017Q3,S08000016,Head & Neck,4,4,22,484,0
2017Q3,S08000016,Lung,15,15,22,484,0
2017Q3,S08000016,Lymphoma,4,4,22,484,0
2017Q3,S08000016,Melanoma,7,7,22,484,0
2017Q3,S08000016,Ovarian,2,2,22,484,0
2017Q3,S08000016,Upper GI,6,6,22,484,0
2017Q3,S08000016,Urological,15,15,22,484,0
2017Q3,S08000017,Breast,14,14,22,484,0
2017Q3,S08000017,Colorectal,14,13,22,484,0
2017Q3,S08000017,Lung,16,15,22,484,0
2017Q3,S08000017,Lymphoma,4,4,22,484,0
2017Q3,S08000017,Melanoma,2,2,22,484,0
2017Q3,S08000017,Ovarian,2,2,22,484,0
2017Q3,S08000017,Upper GI,15,15,22,484,0
2017Q3,S08000017,Urological,12,11,22,484,0
2017Q3,S08000019,Breast,33,32,22,484,0
2017Q3,S08000019,Cervical,9,5,22,484,0
2017Q3,S08000019,Colorectal,33,23,22,484,0
2017Q3,S08000019,Head & Neck,4,4,22,484,0
2017Q3,S08000019,Lung,36,31,22,484,0
2017Q3,S08000019,Lymphoma,6,6,22,484,0
2017Q3,S08000019,Melanoma,13,10,22,484,0
2017Q3,S08000019,Ovarian,7,5,22,484,0
2017Q3,S08000019,Upper GI,22,21,22,484,0
2017Q3,S08000019,Urological,55,47,22,484,0
2017Q3,S08000020,Breast,87,80,22,484,0
2017Q3,S08000020,Cervical,1,1,22,484,0
2017Q3,S08000020,Colorectal,62,45,22,484,0
2017Q3,S08000020,Head & Neck,3,2,22,484,0
2017Q3,S08000020,Lung,62,58,22,484,0
2017Q3,S08000020,Lymphoma,16,10,22,484,0
2017Q3,S08000020,Melanoma,12,9,22,484,0
2017Q3,S08000020,Ovarian,8,8,22,484,0
2017Q3,S08000020,Upper GI,39,35,22,484,0
2017Q3,S08000020,Urological,70,52,22,484,0
2017Q3,S08000022,Breast,53,53,22,484,0
2017Q3,S08000022,Cervical,2,2,22,484,0
2017Q3,S08000022,Colorectal,26,21,22,484,0
2017Q3,S08000022,Head & Neck,4,4,22,484,0
2017Q3,S08000022,Lung,21,21,22,484,0
2017Q3,S08000022,Lymphoma,12,12,22,484,0
2017Q3,S08000022,Melanoma,10,8,22,484,0
2017Q3,S08000022,Ovarian,6,5,22,484,0
2017Q3,S08000022,Upper GI,19,17,22,484,0
2017Q3,S08000022,Urological,32,16,22,484,0
2017Q3,S08000024,Breast,158,157,22,484,0
2017Q3,S08000024,Cervical,3,3,22,484,0
2017Q3,S08000024,Colorectal,76,54,22,484,0
2017Q3,S08000024,Head & Neck,31,26,22,484,0
2017Q3,S08000024,Lung,50,48,22,484,0
2017Q3,S08000024,Lymphoma,10,10,22,484,0
2017Q3,S08000024,Melanoma,13,11,22,484,0
2017Q3,S08000024,Ovarian,15,14,22,484,0
2017Q3,S08000024,Upper GI,32,31,22,484,0
2017Q3,S08000024,Urological,90,65,22,484,0
2017Q3,S08000025,Colorectal,2,1,22,484,0
2017Q3,S08000025,Upper GI,1,1,22,484,0
2017Q3,S08000026,Breast,1,1,22,484,0
2017Q3,S08000026,Colorectal,1,1,22,484,0
2017Q3,S08000026,Lymphoma,2,2,22,484,0
2017Q3,S08000026,Upper GI,2,2,22,484,0
2017Q3,S08000026,Urological,7,5,22,484,0
2017Q3,S08000028,Colorectal,3,2,22,484,0
2017Q3,S08000028,Head & Neck,1,1,22,484,0
2017Q3,S08000028,Lung,5,4,22,484,0
2017Q3,S08000028,Upper GI,3,3,22,484,0
2017Q3,S08000028,Urological,3,3,22,484,0
2017Q3,S08000029,Breast,22,22,22,484,0
2017Q3,S08000029,Cervical,2,1,22,484,0
2017Q3,S08000029,Colorectal,26,26,22,484,0
2017Q3,S08000029,Head & Neck,10,9,22,484,0
2017Q3,S08000029,Lung,53,52,22,484,0
2017Q3,S08000029,Lymphoma,8,8,22,484,0
2017Q3,S08000029,Melanoma,11,11,22,484,0
2017Q3,S08000029,Ovarian,5,4,22,484,0
2017Q3,S08000029,Upper GI,17,17,22,484,0
2017Q3,S08000029,Urological,42,35,22,484,0
2017Q3,S08000030,Breast,98,89,22,484,0
2017Q3,S08000030,Cervical,3,2,22,484,0
2017Q3,S08000030,Colorectal,37,36,22,484,0
2017Q3,S08000030,Head & Neck,2,1,22,484,0
2017Q3,S08000030,Lung,46,38,22,484,0
2017Q3,S08000030,Melanoma,3,3,22,484,0
2017Q3,S08000030,Ovarian,6,5,22,484,0
2017Q3,S08000030,Upper GI,37,36,22,484,0
2017Q3,S08000030,Urological,49,36,22,484,0
2017Q3,S08000031,Breast,255,224,22,484,0
2017Q3,S08000031,Cervical,7,7,22,484,0
2017Q3,S08000031,Colorectal,106,90,22,484,0
2017Q3,S08000031,Head & Neck,36,29,22,484,0
2017Q3,S08000031,Lung,136,119,22,484,0
2017Q3,S08000031,Lymphoma,28,24,22,484,0
2017Q3,S08000031,Melanoma,32,29,22,484,0
2017Q3,S08000031,Ovarian,25,25,22,484,0
2017Q3,S08000031,Upper GI,100,85,22,484,0
2017Q3,S08000031,Urological,141,85,22,484,0
2017Q3,S08000032,Breast,71,71,22,484,0
2017Q3,S08000032,Cervical,6,6,22,484,0
2017Q3,S08000032,Colorectal,58,52,22,484,0
2017Q3,S08000032,Head & Neck,17,15,22,484,0
2017Q3,S08000032,Lung,51,50,22,484,0
2017Q3,S08000032,Lymphoma,7,7,22,484,0
2017Q3,S08000032,Melanoma,25,21,22,484,0
2017Q3,S08000032,Ovarian,7,7,22,484,0
2017Q3,S08000032,Upper GI,27,27,22,484,0
2017Q3,S08000032,Urological,46,44,22,484,0
2017Q4,S08000015,Breast,91,91,23,529,0
2017Q4,S08000015,Cervical,2,1,23,529,0
2017Q4,S08000015,Colorectal,48,45,23,529,0
2017Q4,S08000015,Head & Neck,14,13,23,529,0
2017Q4,S08000015,Lung,39,32,23,529,0
2017Q4,S08000015,Lymphoma,5,3,23,529,0
2017Q4,S08000015,Melanoma,7,6,23,529,0
2017Q4,S08000015,Ovarian,6,3,23,529,0
2017Q4,S08000015,Upper GI,36,29,23,529,0
2017Q4,S08000015,Urological,50,45,23,529,0
2017Q4,S08000016,Breast,12,12,23,529,0
2017Q4,S08000016,Colorectal,13,13,23,529,0
2017Q4,S08000016,Head & Neck,2,2,23,529,0
2017Q4,S08000016,Lung,15,15,23,529,0
2017Q4,S08000016,Lymphoma,2,2,23,529,0
2017Q4,S08000016,Melanoma,4,4,23,529,0
2017Q4,S08000016,Ovarian,3,3,23,529,0
2017Q4,S08000016,Upper GI,8,8,23,529,0
2017Q4,S08000016,Urological,14,12,23,529,0
2017Q4,S08000017,Breast,9,9,23,529,0
2017Q4,S08000017,Cervical,1,1,23,529,0
2017Q4,S08000017,Colorectal,15,14,23,529,0
2017Q4,S08000017,Head & Neck,3,3,23,529,0
2017Q4,S08000017,Lung,23,22,23,529,0
2017Q4,S08000017,Lymphoma,4,4,23,529,0
2017Q4,S08000017,Melanoma,2,2,23,529,0
2017Q4,S08000017,Ovarian,4,4,23,529,0
2017Q4,S08000017,Upper GI,7,7,23,529,0
2017Q4,S08000017,Urological,13,11,23,529,0
2017Q4,S08000019,Breast,34,31,23,529,0
2017Q4,S08000019,Cervical,2,1,23,529,0
2017Q4,S08000019,Colorectal,19,15,23,529,0
2017Q4,S08000019,Head & Neck,11,10,23,529,0
2017Q4,S08000019,Lung,57,54,23,529,0
2017Q4,S08000019,Lymphoma,8,7,23,529,0
2017Q4,S08000019,Melanoma,12,10,23,529,0
2017Q4,S08000019,Ovarian,2,2,23,529,0
2017Q4,S08000019,Upper GI,21,20,23,529,0
2017Q4,S08000019,Urological,60,42,23,529,0
2017Q4,S08000020,Breast,97,90,23,529,0
2017Q4,S08000020,Cervical,4,4,23,529,0
2017Q4,S08000020,Colorectal,43,26,23,529,0
2017Q4,S08000020,Head & Neck,14,8,23,529,0
2017Q4,S08000020,Lung,90,79,23,529,0
2017Q4,S08000020,Lymphoma,8,6,23,529,0
2017Q4,S08000020,Melanoma,14,9,23,529,0
2017Q4,S08000020,Ovarian,8,8,23,529,0
2017Q4,S08000020,Upper GI,50,44,23,529,0
2017Q4,S08000020,Urological,65,42,23,529,0
2017Q4,S08000022,Breast,56,55,23,529,0
2017Q4,S08000022,Cervical,1,1,23,529,0
2017Q4,S08000022,Colorectal,21,18,23,529,0
2017Q4,S08000022,Head & Neck,6,5,23,529,0
2017Q4,S08000022,Lung,32,29,23,529,0
2017Q4,S08000022,Lymphoma,9,8,23,529,0
2017Q4,S08000022,Melanoma,9,8,23,529,0
2017Q4,S08000022,Ovarian,7,5,23,529,0
2017Q4,S08000022,Upper GI,18,16,23,529,0
2017Q4,S08000022,Urological,30,13,23,529,0
2017Q4,S08000024,Breast,192,191,23,529,0
2017Q4,S08000024,Cervical,3,3,23,529,0
2017Q4,S08000024,Colorectal,77,67,23,529,0
2017Q4,S08000024,Head & Neck,26,26,23,529,0
2017Q4,S08000024,Lung,50,48,23,529,0
2017Q4,S08000024,Lymphoma,18,15,23,529,0
2017Q4,S08000024,Melanoma,23,14,23,529,0
2017Q4,S08000024,Ovarian,9,9,23,529,0
2017Q4,S08000024,Upper GI,31,30,23,529,0
2017Q4,S08000024,Urological,87,62,23,529,0
2017Q4,S08000025,Colorectal,1,1,23,529,0
2017Q4,S08000025,Upper GI,2,2,23,529,0
2017Q4,S08000026,Breast,1,1,23,529,0
2017Q4,S08000026,Colorectal,1,1,23,529,0
2017Q4,S08000026,Lung,2,2,23,529,0
2017Q4,S08000026,Upper GI,3,3,23,529,0
2017Q4,S08000026,Urological,6,4,23,529,0
2017Q4,S08000028,Colorectal,3,3,23,529,0
2017Q4,S08000028,Lung,3,3,23,529,0
2017Q4,S08000028,Melanoma,1,1,23,529,0
2017Q4,S08000028,Ovarian,1,1,23,529,0
2017Q4,S08000028,Upper GI,2,2,23,529,0
2017Q4,S08000028,Urological,3,1,23,529,0
2017Q4,S08000029,Breast,40,40,23,529,0
2017Q4,S08000029,Colorectal,40,38,23,529,0
2017Q4,S08000029,Head & Neck,6,5,23,529,0
2017Q4,S08000029,Lung,49,48,23,529,0
2017Q4,S08000029,Lymphoma,3,3,23,529,0
2017Q4,S08000029,Melanoma,7,7,23,529,0
2017Q4,S08000029,Ovarian,7,6,23,529,0
2017Q4,S08000029,Upper GI,28,27,23,529,0
2017Q4,S08000029,Urological,42,32,23,529,0
2017Q4,S08000030,Breast,71,69,23,529,0
2017Q4,S08000030,Cervical,2,0,23,529,0
2017Q4,S08000030,Colorectal,42,37,23,529,0
2017Q4,S08000030,Head & Neck,3,3,23,529,0
2017Q4,S08000030,Lung,38,30,23,529,0
2017Q4,S08000030,Melanoma,3,3,23,529,0
2017Q4,S08000030,Ovarian,8,8,23,529,0
2017Q4,S08000030,Upper GI,20,18,23,529,0
2017Q4,S08000030,Urological,30,21,23,529,0
2017Q4,S08000031,Breast,257,222,23,529,0
2017Q4,S08000031,Cervical,4,4,23,529,0
2017Q4,S08000031,Colorectal,105,82,23,529,0
2017Q4,S08000031,Head & Neck,45,41,23,529,0
2017Q4,S08000031,Lung,116,110,23,529,0
2017Q4,S08000031,Lymphoma,47,44,23,529,0
2017Q4,S08000031,Melanoma,32,32,23,529,0
2017Q4,S08000031,Ovarian,12,12,23,529,0
2017Q4,S08000031,Upper GI,106,86,23,529,0
2017Q4,S08000031,Urological,140,81,23,529,0
2017Q4,S08000032,Breast,49,49,23,529,0
2017Q4,S08000032,Cervical,4,3,23,529,0
2017Q4,S08000032,Colorectal,63,58,23,529,0
2017Q4,S08000032,Head & Neck,21,21,23,529,0
2017Q4,S08000032,Lung,34,34,23,529,0
2017Q4,S08000032,Lymphoma,11,11,23,529,0
2017Q4,S08000032,Melanoma,16,15,23,529,0
2017Q4,S08000032,Ovarian,4,4,23,529,0
