,Quarter,HB,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,Date,DateSquared,Pandemic,PopSize,Pandemic_cat,JustPandemic,PandemicRecovery
2686,2017Q2,S08000030,Lung,48,39,21.0,441,0.0,416090.0,0.0,0.0,0.0
2687,2017Q2,S08000030,Lymphoma,1,1,21.0,441,0.0,416090.0,0.0,0.0,0.0
2688,2017Q2,S08000030,Melanoma,4,4,21.0,441,0.0,416090.0,0.0,0.0,0.0
2689,2017Q2,S08000030,Ovarian,4,4,21.0,441,0.0,416090.0,0.0,0.0,0.0
2690,2017Q2,S08000030,Upper GI,31,30,21.0,441,0.0,416090.0,0.0,0.0,0.0
2691,2017Q2,S08000030,Urological,33,26,21.0,441,0.0,416090.0,0.0,0.0,0.0
2692,2017Q2,S08000031,Breast,258,240,21.0,441,0.0,1169110.0,0.0,0.0,0.0
2693,2017Q2,S08000031,Cervical,14,13,21.0,441,0.0,1169110.0,0.0,0.0,0.0
2694,2017Q2,S08000031,Colorectal,122,95,21.0,441,0.0,1169110.0,0.0,0.0,0.0
2695,2017Q2,S08000031,Head & Neck,46,39,21.0,441,0.0,1169110.0,0.0,0.0,0.0
2696,2017Q2,S08000031,Lung,164,143,21.0,441,0.0,1169110.0,0.0,0.0,0.0
2697,2017Q2,S08000031,Lymphoma,45,41,21.0,441,0.0,1169110.0,0.0,0.0,0.0
2698,2017Q2,S08000031,Melanoma,35,32,21.0,441,0.0,1169110.0,0.0,0.0,0.0
2699,2017Q2,S08000031,Ovarian,17,17,21.0,441,0.0,1169110.0,0.0,0.0,0.0
2700,2017Q2,S08000031,Upper GI,91,75,21.0,441,0.0,1169110.0,0.0,0.0,0.0
2701,2017Q2,S08000031,Urological,132,81,21.0,441,0.0,1169110.0,0.0,0.0,0.0
2702,2017Q2,S08000032,Breast,46,46,21.0,441,0.0,658130.0,0.0,0.0,0.0
2703,2017Q2,S08000032,Cervical,6,6,21.0,441,0.0,658130.0,0.0,0.0,0.0
2704,2017Q2,S08000032,Colorectal,52,51,21.0,441,0.0,658130.0,0.0,0.0,0.0
2705,2017Q2,S08000032,Head & Neck,5,5,21.0,441,0.0,658130.0,0.0,0.0,0.0
2706,2017Q2,S08000032,Lung,39,38,21.0,441,0.0,658130.0,0.0,0.0,0.0
2707,2017Q2,S08000032,Lymphoma,3,3,21.0,441,0.0,658130.0,0.0,0.0,0.0
2708,2017Q2,S08000032,Melanoma,23,23,21.0,441,0.0,658130.0,0.0,0.0,0.0
2709,2017Q2,S08000032,Ovarian,8,8,21.0,441,0.0,658130.0,0.0,0.0,0.0
2710,2017Q2,S08000032,Upper GI,19,19,21.0,441,0.0,658130.0,0.0,0.0,0.0
2711,2017Q2,S08000032,Urological,53,46,21.0,441,0.0,658130.0,0.0,0.0,0.0
2712,2017Q3,S08000015,Breast,102,101,22.0,484,0.0,370410.0,0.0,0.0,0.0
2713,2017Q3,S08000015,Colorectal,46,38,22.0,484,0.0,370410.0,0.0,0.0,0.0
2714,2017Q3,S08000015,Head & Neck,13,9,22.0,484,0.0,370410.0,0.0,0.0,0.0
2715,2017Q3,S08000015,Lung,54,46,22.0,484,0.0,370410.0,0.0,0.0,0.0
2716,2017Q3,S08000015,Lymphoma,2,2,22.0,484,0.0,370410.0,0.0,0.0,0.0
2717,2017Q3,S08000015,Melanoma,10,10,22.0,484,0.0,370410.0,0.0,0.0,0.0
2718,2017Q3,S08000015,Ovarian,6,5,22.0,484,0.0,370410.0,0.0,0.0,0.0
2719,2017Q3,S08000015,Upper GI,28,21,22.0,484,0.0,370410.0,0.0,0.0,0.0
2720,2017Q3,S08000015,Urological,41,33,22.0,484,0.0,370410.0,0.0,0.0,0.0
2721,2017Q3,S08000016,Breast,10,10,22.0,484,0.0,115020.0,0.0,0.0,0.0
2722,2017Q3,S08000016,Cervical,2,2,22.0,484,0.0,115020.0,0.0,0.0,0.0
2723,2017Q3,S08000016,Colorectal,12,12,22.0,484,0.0,115020.0,0.0,0.0,0.0
2724,2017Q3,S08000016,Head & Neck,4,4,22.0,484,0.0,115020.0,0.0,0.0,0.0
2725,2017Q3,S08000016,Lung,15,15,22.0,484,0.0,115020.0,0.0,0.0,0.0
2726,2017Q3,S08000016,Lymphoma,4,4,22.0,484,0.0,115020.0,0.0,0.0,0.0
2727,2017Q3,S08000016,Melanoma,7,7,22.0,484,0.0,115020.0,0.0,0.0,0.0
2728,2017Q3,S08000016,Ovarian,2,2,22.0,484,0.0,115020.0,0.0,0.0,0.0
2729,2017Q3,S08000016,Upper GI,6,6,22.0,484,0.0,115020.0,0.0,0.0,0.0
2730,2017Q3,S08000016,Urological,15,15,22.0,484,0.0,115020.0,0.0,0.0,0.0
2731,2017Q3,S08000017,Breast,14,14,22.0,484,0.0,149200.0,0.0,0.0,0.0
2732,2017Q3,S08000017,Colorectal,14,13,22.0,484,0.0,149200.0,0.0,0.0,0.0
2733,2017Q3,S08000017,Lung,16,15,22.0,484,0.0,149200.0,0.0,0.0,0.0
2734,2017Q3,S08000017,Lymphoma,4,4,22.0,484,0.0,149200.0,0.0,0.0,0.0
2735,2017Q3,S08000017,Melanoma,2,2,22.0,484,0.0,149200.0,0.0,0.0,0.0
2736,2017Q3,S08000017,Ovarian,2,2,22.0,484,0.0,149200.0,0.0,0.0,0.0
2737,2017Q3,S08000017,Upper GI,15,15,22.0,484,0.0,149200.0,0.0,0.0,0.0
2738,2017Q3,S08000017,Urological,12,11,22.0,484,0.0,149200.0,0.0,0.0,0.0
2739,2017Q3,S08000019,Breast,33,32,22.0,484,0.0,305580.0,0.0,0.0,0.0
2740,2017Q3,S08000019,Cervical,9,5,22.0,484,0.0,305580.0,0.0,0.0,0.0
2741,2017Q3,S08000019,Colorectal,33,23,22.0,484,0.0,305580.0,0.0,0.0,0.0
2742,2017Q3,S08000019,Head & Neck,4,4,22.0,484,0.0,305580.0,0.0,0.0,0.0
2743,2017Q3,S08000019,Lung,36,31,22.0,484,0.0,305580.0,0.0,0.0,0.0
2744,2017Q3,S08000019,Lymphoma,6,6,22.0,484,0.0,305580.0,0.0,0.0,0.0
2745,2017Q3,S08000019,Melanoma,13,10,22.0,484,0.0,305580.0,0.0,0.0,0.0
2746,2017Q3,S08000019,Ovarian,7,5,22.0,484,0.0,305580.0,0.0,0.0,0.0
2747,2017Q3,S08000019,Upper GI,22,21,22.0,484,0.0,305580.0,0.0,0.0,0.0
2748,2017Q3,S08000019,Urological,55,47,22.0,484,0.0,305580.0,0.0,0.0,0.0
2749,2017Q3,S08000020,Breast,87,80,22.0,484,0.0,586380.0,0.0,0.0,0.0
2750,2017Q3,S08000020,Cervical,1,1,22.0,484,0.0,586380.0,0.0,0.0,0.0
2751,2017Q3,S08000020,Colorectal,62,45,22.0,484,0.0,586380.0,0.0,0.0,0.0
2752,2017Q3,S08000020,Head & Neck,3,2,22.0,484,0.0,586380.0,0.0,0.0,0.0
2753,2017Q3,S08000020,Lung,62,58,22.0,484,0.0,586380.0,0.0,0.0,0.0
2754,2017Q3,S08000020,Lymphoma,16,10,22.0,484,0.0,586380.0,0.0,0.0,0.0
2755,2017Q3,S08000020,Melanoma,12,9,22.0,484,0.0,586380.0,0.0,0.0,0.0
2756,2017Q3,S08000020,Ovarian,8,8,22.0,484,0.0,586380.0,0.0,0.0,0.0
2757,2017Q3,S08000020,Upper GI,39,35,22.0,484,0.0,586380.0,0.0,0.0,0.0
2758,2017Q3,S08000020,Urological,70,52,22.0,484,0.0,586380.0,0.0,0.0,0.0
2759,2017Q3,S08000022,Breast,53,53,22.0,484,0.0,321990.0,0.0,0.0,0.0
2760,2017Q3,S08000022,Cervical,2,2,22.0,484,0.0,321990.0,0.0,0.0,0.0
2761,2017Q3,S08000022,Colorectal,26,21,22.0,484,0.0,321990.0,0.0,0.0,0.0
2762,2017Q3,S08000022,Head & Neck,4,4,22.0,484,0.0,321990.0,0.0,0.0,0.0
2763,2017Q3,S08000022,Lung,21,21,22.0,484,0.0,321990.0,0.0,0.0,0.0
2764,2017Q3,S08000022,Lymphoma,12,12,22.0,484,0.0,321990.0,0.0,0.0,0.0
2765,2017Q3,S08000022,Melanoma,10,8,22.0,484,0.0,321990.0,0.0,0.0,0.0
2766,2017Q3,S08000022,Ovarian,6,5,22.0,484,0.0,321990.0,0.0,0.0,0.0
2767,2017Q3,S08000022,Upper GI,19,17,22.0,484,0.0,321990.0,0.0,0.0,0.0
2768,2017Q3,S08000022,Urological,32,16,22.0,484,0.0,321990.0,0.0,0.0,0.0
2769,2017Q3,S08000024,Breast,158,157,22.0,484,0.0,889450.0,0.0,0.0,0.0
2770,2017Q3,S08000024,Cervical,3,3,22.0,484,0.0,889450.0,0.0,0.0,0.0
2771,2017Q3,S08000024,Colorectal,76,54,22.0,484,0.0,889450.0,0.0,0.0,0.0
2772,2017Q3,S08000024,Head & Neck,31,26,22.0,484,0.0,889450.0,0.0,0.0,0.0
2773,2017Q3,S08000024,Lung,50,48,22.0,484,0.0,889450.0,0.0,0.0,0.0
2774,2017Q3,S08000024,Lymphoma,10,10,22.0,484,0.0,889450.0,0.0,0.0,0.0
2775,2017Q3,S08000024,Melanoma,13,11,22.0,484,0.0,889450.0,0.0,0.0,0.0
2776,2017Q3,S08000024,Ovarian,15,14,22.0,484,0.0,889450.0,0.0,0.0,0.0
2777,2017Q3,S08000024,Upper GI,32,31,22.0,484,0.0,889450.0,0.0,0.0,0.0
2778,2017Q3,S08000024,Urological,90,65,22.0,484,0.0,889450.0,0.0,0.0,0.0
2779,2017Q3,S08000025,Colorectal,2,1,22.0,484,0.0,22000.0,0.0,0.0,0.0
2780,2017Q3,S08000025,Upper GI,1,1,22.0,484,0.0,22000.0,0.0,0.0,0.0
2781,2017Q3,S08000026,Breast,1,1,22.0,484,0.0,23080.0,0.0,0.0,0.0
2782,2017Q3,S08000026,Colorectal,1,1,22.0,484,0.0,23080.0,0.0,0.0,0.0
2783,2017Q3,S08000026,Lymphoma,2,2,22.0,484,0.0,23080.0,0.0,0.0,0.0
2784,2017Q3,S08000026,Upper GI,2,2,22.0,484,0.0,23080.0,0.0,0.0,0.0
2785,2017Q3,S08000026,Urological,7,5,22.0,484,0.0,23080.0,0.0,0.0,0.0
2786,2017Q3,S08000028,Colorectal,3,2,22.0,484,0.0,26950.0,0.0,0.0,0.0
2787,2017Q3,S08000028,Head & Neck,1,1,22.0,484,0.0,26950.0,0.0,0.0,0.0
2788,2017Q3,S08000028,Lung,5,4,22.0,484,0.0,26950.0,0.0,0.0,0.0
2789,2017Q3,S08000028,Upper GI,3,3,22.0,484,0.0,26950.0,0.0,0.0,0.0
2790,2017Q3,S08000028,Urological,3,3,22.0,484,0.0,26950.0,0.0,0.0,0.0
2791,2017Q3,S08000029,Breast,22,22,22.0,484,0.0,371410.0,0.0,0.0,0.0
2792,2017Q3,S08000029,Cervical,2,1,22.0,484,0.0,371410.0,0.0,0.0,0.0
2793,2017Q3,S08000029,Colorectal,26,26,22.0,484,0.0,371410.0,0.0,0.0,0.0
2794,2017Q3,S08000029,Head & Neck,10,9,22.0,484,0.0,371410.0,0.0,0.0,0.0
2795,2017Q3,S08000029,Lung,53,52,22.0,484,0.0,371410.0,0.0,0.0,0.0
2796,2017Q3,S08000029,Lymphoma,8,8,22.0,484,0.0,371410.0,0.0,0.0,0.0
2797,2017Q3,S08000029,Melanoma,11,11,22.0,484,0.0,371410.0,0.0,0.0,0.0
2798,2017Q3,S08000029,Ovarian,5,4,22.0,484,0.0,371410.0,0.0,0.0,0.0
2799,2017Q3,S08000029,Upper GI,17,17,22.0,484,0.0,371410.0,0.0,0.0,0.0
2800,2017Q3,S08000029,Urological,42,35,22.0,484,0.0,371410.0,0.0,0.0,0.0
2801,2017Q3,S08000030,Breast,98,89,22.0,484,0.0,416090.0,0.0,0.0,0.0
2802,2017Q3,S08000030,Cervical,3,2,22.0,484,0.0,416090.0,0.0,0.0,0.0
2803,2017Q3,S08000030,Colorectal,37,36,22.0,484,0.0,416090.0,0.0,0.0,0.0
2804,2017Q3,S08000030,Head & Neck,2,1,22.0,484,0.0,416090.0,0.0,0.0,0.0
2805,2017Q3,S08000030,Lung,46,38,22.0,484,0.0,416090.0,0.0,0.0,0.0
2806,2017Q3,S08000030,Melanoma,3,3,22.0,484,0.0,416090.0,0.0,0.0,0.0
2807,2017Q3,S08000030,Ovarian,6,5,22.0,484,0.0,416090.0,0.0,0.0,0.0
2808,2017Q3,S08000030,Upper GI,37,36,22.0,484,0.0,416090.0,0.0,0.0,0.0
2809,2017Q3,S08000030,Urological,49,36,22.0,484,0.0,416090.0,0.0,0.0,0.0
2810,2017Q3,S08000031,Breast,255,224,22.0,484,0.0,1169110.0,0.0,0.0,0.0
2811,2017Q3,S08000031,Cervical,7,7,22.0,484,0.0,1169110.0,0.0,0.0,0.0
2812,2017Q3,S08000031,Colorectal,106,90,22.0,484,0.0,1169110.0,0.0,0.0,0.0
2813,2017Q3,S08000031,Head & Neck,36,29,22.0,484,0.0,1169110.0,0.0,0.0,0.0
2814,2017Q3,S08000031,Lung,136,119,22.0,484,0.0,1169110.0,0.0,0.0,0.0
2815,2017Q3,S08000031,Lymphoma,28,24,22.0,484,0.0,1169110.0,0.0,0.0,0.0
2816,2017Q3,S08000031,Melanoma,32,29,22.0,484,0.0,1169110.0,0.0,0.0,0.0
2817,2017Q3,S08000031,Ovarian,25,25,22.0,484,0.0,1169110.0,0.0,0.0,0.0
2818,2017Q3,S08000031,Upper GI,100,85,22.0,484,0.0,1169110.0,0.0,0.0,0.0
2819,2017Q3,S08000031,Urological,141,85,22.0,484,0.0,1169110.0,0.0,0.0,0.0
2820,2017Q3,S08000032,Breast,71,71,22.0,484,0.0,658130.0,0.0,0.0,0.0
2821,2017Q3,S08000032,Cervical,6,6,22.0,484,0.0,658130.0,0.0,0.0,0.0
2822,2017Q3,S08000032,Colorectal,58,52,22.0,484,0.0,658130.0,0.0,0.0,0.0
2823,2017Q3,S08000032,Head & Neck,17,15,22.0,484,0.0,658130.0,0.0,0.0,0.0
2824,2017Q3,S08000032,Lung,51,50,22.0,484,0.0,658130.0,0.0,0.0,0.0
2825,2017Q3,S08000032,Lymphoma,7,7,22.0,484,0.0,658130.0,0.0,0.0,0.0
2826,2017Q3,S08000032,Melanoma,25,21,22.0,484,0.0,658130.0,0.0,0.0,0.0
2827,2017Q3,S08000032,Ovarian,7,7,22.0,484,0.0,658130.0,0.0,0.0,0.0
2828,2017Q3,S08000032,Upper GI,27,27,22.0,484,0.0,658130.0,0.0,0.0,0.0
2829,2017Q3,S08000032,Urological,46,44,22.0,484,0.0,658130.0,0.0,0.0,0.0
2830,2017Q4,S08000015,Breast,91,91,23.0,529,0.0,370410.0,0.0,0.0,0.0
2831,2017Q4,S08000015,Cervical,2,1,23.0,529,0.0,370410.0,0.0,0.0,0.0
2832,2017Q4,S08000015,Colorectal,48,45,23.0,529,0.0,370410.0,0.0,0.0,0.0
2833,2017Q4,S08000015,Head & Neck,14,13,23.0,529,0.0,370410.0,0.0,0.0,0.0
2834,2017Q4,S08000015,Lung,39,32,23.0,529,0.0,370410.0,0.0,0.0,0.0
2835,2017Q4,S08000015,Lymphoma,5,3,23.0,529,0.0,370410.0,0.0,0.0,0.0
2836,2017Q4,S08000015,Melanoma,7,6,23.0,529,0.0,370410.0,0.0,0.0,0.0
2837,2017Q4,S08000015,Ovarian,6,3,23.0,529,0.0,370410.0,0.0,0.0,0.0
2838,2017Q4,S08000015,Upper GI,36,29,23.0,529,0.0,370410.0,0.0,0.0,0.0
2839,2017Q4,S08000015,Urological,50,45,23.0,529,0.0,370410.0,0.0,0.0,0.0
2840,2017Q4,S08000016,Breast,12,12,23.0,529,0.0,115020.0,0.0,0.0,0.0
2841,2017Q4,S08000016,Colorectal,13,13,23.0,529,0.0,115020.0,0.0,0.0,0.0
2842,2017Q4,S08000016,Head & Neck,2,2,23.0,529,0.0,115020.0,0.0,0.0,0.0
2843,2017Q4,S08000016,Lung,15,15,23.0,529,0.0,115020.0,0.0,0.0,0.0
2844,2017Q4,S08000016,Lymphoma,2,2,23.0,529,0.0,115020.0,0.0,0.0,0.0
2845,2017Q4,S08000016,Melanoma,4,4,23.0,529,0.0,115020.0,0.0,0.0,0.0
2846,2017Q4,S08000016,Ovarian,3,3,23.0,529,0.0,115020.0,0.0,0.0,0.0
2847,2017Q4,S08000016,Upper GI,8,8,23.0,529,0.0,115020.0,0.0,0.0,0.0
2848,2017Q4,S08000016,Urological,14,12,23.0,529,0.0,115020.0,0.0,0.0,0.0
2849,2017Q4,S08000017,Breast,9,9,23.0,529,0.0,149200.0,0.0,0.0,0.0
2850,2017Q4,S08000017,Cervical,1,1,23.0,529,0.0,149200.0,0.0,0.0,0.0
2851,2017Q4,S08000017,Colorectal,15,14,23.0,529,0.0,149200.0,0.0,0.0,0.0
2852,2017Q4,S08000017,Head & Neck,3,3,23.0,529,0.0,149200.0,0.0,0.0,0.0
2853,2017Q4,S08000017,Lung,23,22,23.0,529,0.0,149200.0,0.0,0.0,0.0
2854,2017Q4,S08000017,Lymphoma,4,4,23.0,529,0.0,149200.0,0.0,0.0,0.0
2855,2017Q4,S08000017,Melanoma,2,2,23.0,529,0.0,149200.0,0.0,0.0,0.0
2856,2017Q4,S08000017,Ovarian,4,4,23.0,529,0.0,149200.0,0.0,0.0,0.0
2857,2017Q4,S08000017,Upper GI,7,7,23.0,529,0.0,149200.0,0.0,0.0,0.0
2858,2017Q4,S08000017,Urological,13,11,23.0,529,0.0,149200.0,0.0,0.0,0.0
2859,2017Q4,S08000019,Breast,34,31,23.0,529,0.0,305580.0,0.0,0.0,0.0
2860,2017Q4,S08000019,Cervical,2,1,23.0,529,0.0,305580.0,0.0,0.0,0.0
2861,2017Q4,S08000019,Colorectal,19,15,23.0,529,0.0,305580.0,0.0,0.0,0.0
2862,2017Q4,S08000019,Head & Neck,11,10,23.0,529,0.0,305580.0,0.0,0.0,0.0
2863,2017Q4,S08000019,Lung,57,54,23.0,529,0.0,305580.0,0.0,0.0,0.0
2864,2017Q4,S08000019,Lymphoma,8,7,23.0,529,0.0,305580.0,0.0,0.0,0.0
2865,2017Q4,S08000019,Melanoma,12,10,23.0,529,0.0,305580.0,0.0,0.0,0.0
2866,2017Q4,S08000019,Ovarian,2,2,23.0,529,0.0,305580.0,0.0,0.0,0.0
2867,2017Q4,S08000019,Upper GI,21,20,23.0,529,0.0,305580.0,0.0,0.0,0.0
2868,2017Q4,S08000019,Urological,60,42,23.0,529,0.0,305580.0,0.0,0.0,0.0
2869,2017Q4,S08000020,Breast,97,90,23.0,529,0.0,586380.0,0.0,0.0,0.0
2870,2017Q4,S08000020,Cervical,4,4,23.0,529,0.0,586380.0,0.0,0.0,0.0
2871,2017Q4,S08000020,Colorectal,43,26,23.0,529,0.0,586380.0,0.0,0.0,0.0
2872,2017Q4,S08000020,Head & Neck,14,8,23.0,529,0.0,586380.0,0.0,0.0,0.0
2873,2017Q4,S08000020,Lung,90,79,23.0,529,0.0,586380.0,0.0,0.0,0.0
2874,2017Q4,S08000020,Lymphoma,8,6,23.0,529,0.0,586380.0,0.0,0.0,0.0
2875,2017Q4,S08000020,Melanoma,14,9,23.0,529,0.0,586380.0,0.0,0.0,0.0
2876,2017Q4,S08000020,Ovarian,8,8,23.0,529,0.0,586380.0,0.0,0.0,0.0
2877,2017Q4,S08000020,Upper GI,50,44,23.0,529,0.0,586380.0,0.0,0.0,0.0
2878,2017Q4,S08000020,Urological,65,42,23.0,529,0.0,586380.0,0.0,0.0,0.0
2879,2017Q4,S08000022,Breast,56,55,23.0,529,0.0,321990.0,0.0,0.0,0.0
2880,2017Q4,S08000022,Cervical,1,1,23.0,529,0.0,321990.0,0.0,0.0,0.0
2881,2017Q4,S08000022,Colorectal,21,18,23.0,529,0.0,321990.0,0.0,0.0,0.0
2882,2017Q4,S08000022,Head & Neck,6,5,23.0,529,0.0,321990.0,0.0,0.0,0.0
2883,2017Q4,S08000022,Lung,32,29,23.0,529,0.0,321990.0,0.0,0.0,0.0
2884,2017Q4,S08000022,Lymphoma,9,8,23.0,529,0.0,321990.0,0.0,0.0,0.0
2885,2017Q4,S08000022,Melanoma,9,8,23.0,529,0.0,321990.0,0.0,0.0,0.0
2886,2017Q4,S08000022,Ovarian,7,5,23.0,529,0.0,321990.0,0.0,0.0,0.0
2887,2017Q4,S08000022,Upper GI,18,16,23.0,529,0.0,321990.0,0.0,0.0,0.0
2888,2017Q4,S08000022,Urological,30,13,23.0,529,0.0,321990.0,0.0,0.0,0.0
2889,2017Q4,S08000024,Breast,192,191,23.0,529,0.0,889450.0,0.0,0.0,0.0
2890,2017Q4,S08000024,Cervical,3,3,23.0,529,0.0,889450.0,0.0,0.0,0.0
2891,2017Q4,S08000024,Colorectal,77,67,23.0,529,0.0,889450.0,0.0,0.0,0.0
2892,2017Q4,S08000024,Head & Neck,26,26,23.0,529,0.0,889450.0,0.0,0.0,0.0
2893,2017Q4,S08000024,Lung,50,48,23.0,529,0.0,889450.0,0.0,0.0,0.0
2894,2017Q4,S08000024,Lymphoma,18,15,23.0,529,0.0,889450.0,0.0,0.0,0.0
2895,2017Q4,S08000024,Melanoma,23,14,23.0,529,0.0,889450.0,0.0,0.0,0.0
2896,2017Q4,S08000024,Ovarian,9,9,23.0,529,0.0,889450.0,0.0,0.0,0.0
2897,2017Q4,S08000024,Upper GI,31,30,23.0,529,0.0,889450.0,0.0,0.0,0.0
2898,2017Q4,S08000024,Urological,87,62,23.0,529,0.0,889450.0,0.0,0.0,0.0
2899,2017Q4,S08000025,Colorectal,1,1,23.0,529,0.0,22000.0,0.0,0.0,0.0
2900,2017Q4,S08000025,Upper GI,2,2,23.0,529,0.0,22000.0,0.0,0.0,0.0
2901,2017Q4,S08000026,Breast,1,1,23.0,529,0.0,23080.0,0.0,0.0,0.0
2902,2017Q4,S08000026,Colorectal,1,1,23.0,529,0.0,23080.0,0.0,0.0,0.0
2903,2017Q4,S08000026,Lung,2,2,23.0,529,0.0,23080.0,0.0,0.0,0.0
2904,2017Q4,S08000026,Upper GI,3,3,23.0,529,0.0,23080.0,0.0,0.0,0.0
2905,2017Q4,S08000026,Urological,6,4,23.0,529,0.0,23080.0,0.0,0.0,0.0
2906,2017Q4,S08000028,Colorectal,3,3,23.0,529,0.0,26950.0,0.0,0.0,0.0
2907,2017Q4,S08000028,Lung,3,3,23.0,529,0.0,26950.0,0.0,0.0,0.0
2908,2017Q4,S08000028,Melanoma,1,1,23.0,529,0.0,26950.0,0.0,0.0,0.0
2909,2017Q4,S08000028,Ovarian,1,1,23.0,529,0.0,26950.0,0.0,0.0,0.0
2910,2017Q4,S08000028,Upper GI,2,2,23.0,529,0.0,26950.0,0.0,0.0,0.0
2911,2017Q4,S08000028,Urological,3,1,23.0,529,0.0,26950.0,0.0,0.0,0.0
2912,2017Q4,S08000029,Breast,40,40,23.0,529,0.0,371410.0,0.0,0.0,0.0
2913,2017Q4,S08000029,Colorectal,40,38,23.0,529,0.0,371410.0,0.0,0.0,0.0
2914,2017Q4,S08000029,Head & Neck,6,5,23.0,529,0.0,371410.0,0.0,0.0,0.0
2915,2017Q4,S08000029,Lung,49,48,23.0,529,0.0,371410.0,0.0,0.0,0.0
2916,2017Q4,S08000029,Lymphoma,3,3,23.0,529,0.0,371410.0,0.0,0.0,0.0
2917,2017Q4,S08000029,Melanoma,7,7,23.0,529,0.0,371410.0,0.0,0.0,0.0
2918,2017Q4,S08000029,Ovarian,7,6,23.0,529,0.0,371410.0,0.0,0.0,0.0
2919,2017Q4,S08000029,Upper GI,28,27,23.0,529,0.0,371410.0,0.0,0.0,0.0
2920,2017Q4,S08000029,Urological,42,32,23.0,529,0.0,371410.0,0.0,0.0,0.0
2921,2017Q4,S08000030,Breast,71,69,23.0,529,0.0,416090.0,0.0,0.0,0.0
2922,2017Q4,S08000030,Cervical,2,0,23.0,529,0.0,416090.0,0.0,0.0,0.0
2923,2017Q4,S08000030,Colorectal,42,37,23.0,529,0.0,416090.0,0.0,0.0,0.0
2924,2017Q4,S08000030,Head & Neck,3,3,23.0,529,0.0,416090.0,0.0,0.0,0.0
2925,2017Q4,S08000030,Lung,38,30,23.0,529,0.0,416090.0,0.0,0.0,0.0
2926,2017Q4,S08000030,Melanoma,3,3,23.0,529,0.0,416090.0,0.0,0.0,0.0
2927,2017Q4,S08000030,Ovarian,8,8,23.0,529,0.0,416090.0,0.0,0.0,0.0
2928,2017Q4,S08000030,Upper GI,20,18,23.0,529,0.0,416090.0,0.0,0.0,0.0
2929,2017Q4,S08000030,Urological,30,21,23.0,529,0.0,416090.0,0.0,0.0,0.0
2930,2017Q4,S08000031,Breast,257,222,23.0,529,0.0,1169110.0,0.0,0.0,0.0
2931,2017Q4,S08000031,Cervical,4,4,23.0,529,0.0,1169110.0,0.0,0.0,0.0
2932,2017Q4,S08000031,Colorectal,105,82,23.0,529,0.0,1169110.0,0.0,0.0,0.0
2933,2017Q4,S08000031,Head & Neck,45,41,23.0,529,0.0,1169110.0,0.0,0.0,0.0
2934,2017Q4,S08000031,Lung,116,110,23.0,529,0.0,1169110.0,0.0,0.0,0.0
2935,2017Q4,S08000031,Lymphoma,47,44,23.0,529,0.0,1169110.0,0.0,0.0,0.0
2936,2017Q4,S08000031,Melanoma,32,32,23.0,529,0.0,1169110.0,0.0,0.0,0.0
2937,2017Q4,S08000031,Ovarian,12,12,23.0,529,0.0,1169110.0,0.0,0.0,0.0
2938,2017Q4,S08000031,Upper GI,106,86,23.0,529,0.0,1169110.0,0.0,0.0,0.0
2939,2017Q4,S08000031,Urological,140,81,23.0,529,0.0,1169110.0,0.0,0.0,0.0
2940,2017Q4,S08000032,Breast,49,49,23.0,529,0.0,658130.0,0.0,0.0,0.0
2941,2017Q4,S08000032,Cervical,4,3,23.0,529,0.0,658130.0,0.0,0.0,0.0
2942,2017Q4,S08000032,Colorectal,63,58,23.0,529,0.0,658130.0,0.0,0.0,0.0
2943,2017Q4,S08000032,Head & Neck,21,21,23.0,529,0.0,658130.0,0.0,0.0,0.0
2944,2017Q4,S08000032,Lung,34,34,23.0,529,0.0,658130.0,0.0,0.0,0.0
2945,2017Q4,S08000032,Lymphoma,11,11,23.0,529,0.0,658130.0,0.0,0.0,0.0
2946,2017Q4,S08000032,Melanoma,16,15,23.0,529,0.0,658130.0,0.0,0.0,0.0
2947,2017Q4,S08000032,Ovarian,4,4,23.0,529,0.0,658130.0,0.0,0.0,0.0
2948,2017Q4,S08000032,Upper GI,30,30,23.0,529,0.0,658130.0,0.0,0.0,0.0
2949,2017Q4,S08000032,Urological,53,49,23.0,529,0.0,658130.0,0.0,0.0,0.0
2950,2018Q1,S08000015,Breast,82,80,24.0,576,0.0,369670.0,0.0,0.0,0.0
2951,2018Q1,S08000015,Cervical,7,5,24.0,576,0.0,369670.0,0.0,0.0,0.0
2952,2018Q1,S08000015,Colorectal,44,36,24.0,576,0.0,369670.0,0.0,0.0,0.0
2953,2018Q1,S08000015,Head & Neck,9,8,24.0,576,0.0,369670.0,0.0,0.0,0.0
2954,2018Q1,S08000015,Lung,35,28,24.0,576,0.0,369670.0,0.0,0.0,0.0
2955,2018Q1,S08000015,Melanoma,12,9,24.0,576,0.0,369670.0,0.0,0.0,0.0
2956,2018Q1,S08000015,Ovarian,10,8,24.0,576,0.0,369670.0,0.0,0.0,0.0
2957,2018Q1,S08000015,Upper GI,34,28,24.0,576,0.0,369670.0,0.0,0.0,0.0
2958,2018Q1,S08000015,Urological,34,31,24.0,576,0.0,369670.0,0.0,0.0,0.0
2959,2018Q1,S08000016,Breast,8,8,24.0,576,0.0,115270.0,0.0,0.0,0.0
