Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,Pandemic
2016Q4,S08000028,Head & Neck,8,4,19,0
2016Q4,S08000028,Lung,12,12,19,0
2016Q4,S08000028,Lymphoma,4,4,19,0
2016Q4,S08000028,Ovarian,4,4,19,0
2016Q4,S08000028,Upper GI,6,6,19,0
2016Q4,S08000028,Urological,14,12,19,0
2016Q4,S08000029,Breast,80,80,19,0
2016Q4,S08000029,Cervical,16,16,19,0
2016Q4,S08000029,Colorectal,100,100,19,0
2016Q4,S08000029,Head & Neck,14,14,19,0
2016Q4,S08000029,Lung,138,136,19,0
2016Q4,S08000029,Lymphoma,32,32,19,0
2016Q4,S08000029,Melanoma,38,38,19,0
2016Q4,S08000029,Ovarian,24,24,19,0
2016Q4,S08000029,Upper GI,96,96,19,0
2016Q4,S08000029,Urological,128,116,19,0
2016Q4,S08000030,Breast,296,232,19,0
2016Q4,S08000030,Cervical,6,6,19,0
2016Q4,S08000030,Colorectal,192,184,19,0
2016Q4,S08000030,Head & Neck,66,66,19,0
2016Q4,S08000030,Lung,170,166,19,0
2016Q4,S08000030,Lymphoma,24,22,19,0
2016Q4,S08000030,Melanoma,34,32,19,0
2016Q4,S08000030,Ovarian,20,20,19,0
2016Q4,S08000030,Upper GI,132,132,19,0
2016Q4,S08000030,Urological,242,194,19,0
2016Q4,S08000031,Breast,622,580,19,0
2016Q4,S08000031,Cervical,34,34,19,0
2016Q4,S08000031,Colorectal,326,322,19,0
2016Q4,S08000031,Head & Neck,176,170,19,0
2016Q4,S08000031,Lung,590,584,19,0
2016Q4,S08000031,Lymphoma,128,128,19,0
2016Q4,S08000031,Melanoma,176,168,19,0
2016Q4,S08000031,Ovarian,70,70,19,0
2016Q4,S08000031,Upper GI,352,336,19,0
2016Q4,S08000031,Urological,658,516,19,0
2016Q4,S08000032,Breast,190,188,19,0
2016Q4,S08000032,Cervical,16,16,19,0
2016Q4,S08000032,Colorectal,148,146,19,0
2016Q4,S08000032,Head & Neck,28,28,19,0
2016Q4,S08000032,Lung,170,170,19,0
2016Q4,S08000032,Lymphoma,38,38,19,0
2016Q4,S08000032,Melanoma,64,62,19,0
2016Q4,S08000032,Ovarian,22,22,19,0
2016Q4,S08000032,Upper GI,80,80,19,0
2016Q4,S08000032,Urological,214,178,19,0
2017Q1,S08000015,Breast,228,226,20,0
2017Q1,S08000015,Cervical,4,4,20,0
2017Q1,S08000015,Colorectal,126,126,20,0
2017Q1,S08000015,Head & Neck,44,44,20,0
2017Q1,S08000015,Lung,92,92,20,0
2017Q1,S08000015,Lymphoma,22,22,20,0
2017Q1,S08000015,Melanoma,32,32,20,0
2017Q1,S08000015,Ovarian,12,12,20,0
2017Q1,S08000015,Upper GI,54,54,20,0
2017Q1,S08000015,Urological,152,150,20,0
2017Q1,S08000016,Breast,26,26,20,0
2017Q1,S08000016,Cervical,4,2,20,0
2017Q1,S08000016,Colorectal,52,52,20,0
2017Q1,S08000016,Head & Neck,18,16,20,0
2017Q1,S08000016,Lung,40,40,20,0
2017Q1,S08000016,Lymphoma,16,16,20,0
2017Q1,S08000016,Melanoma,16,16,20,0
2017Q1,S08000016,Ovarian,8,8,20,0
2017Q1,S08000016,Upper GI,34,34,20,0
2017Q1,S08000016,Urological,62,54,20,0
2017Q1,S08000017,Breast,56,54,20,0
2017Q1,S08000017,Cervical,2,2,20,0
2017Q1,S08000017,Colorectal,50,48,20,0
2017Q1,S08000017,Head & Neck,12,12,20,0
2017Q1,S08000017,Lung,50,50,20,0
2017Q1,S08000017,Lymphoma,14,14,20,0
2017Q1,S08000017,Melanoma,12,12,20,0
2017Q1,S08000017,Ovarian,6,6,20,0
2017Q1,S08000017,Upper GI,46,46,20,0
2017Q1,S08000017,Urological,74,60,20,0
2017Q1,S08000019,Breast,64,56,20,0
2017Q1,S08000019,Cervical,10,10,20,0
2017Q1,S08000019,Colorectal,94,94,20,0
2017Q1,S08000019,Head & Neck,36,36,20,0
2017Q1,S08000019,Lung,130,130,20,0
2017Q1,S08000019,Lymphoma,32,32,20,0
2017Q1,S08000019,Melanoma,34,32,20,0
2017Q1,S08000019,Ovarian,30,30,20,0
2017Q1,S08000019,Upper GI,62,62,20,0
2017Q1,S08000019,Urological,184,172,20,0
2017Q1,S08000020,Breast,244,222,20,0
2017Q1,S08000020,Cervical,26,26,20,0
2017Q1,S08000020,Colorectal,136,132,20,0
2017Q1,S08000020,Head & Neck,62,62,20,0
2017Q1,S08000020,Lung,186,186,20,0
2017Q1,S08000020,Lymphoma,68,64,20,0
2017Q1,S08000020,Melanoma,64,64,20,0
2017Q1,S08000020,Ovarian,40,40,20,0
2017Q1,S08000020,Upper GI,152,152,20,0
2017Q1,S08000020,Urological,296,240,20,0
2017Q1,S08000022,Breast,122,120,20,0
2017Q1,S08000022,Cervical,2,2,20,0
2017Q1,S08000022,Colorectal,90,86,20,0
2017Q1,S08000022,Head & Neck,30,30,20,0
2017Q1,S08000022,Lung,90,90,20,0
2017Q1,S08000022,Lymphoma,34,34,20,0
2017Q1,S08000022,Melanoma,20,20,20,0
2017Q1,S08000022,Ovarian,14,14,20,0
2017Q1,S08000022,Upper GI,86,86,20,0
2017Q1,S08000022,Urological,122,102,20,0
2017Q1,S08000024,Breast,412,408,20,0
2017Q1,S08000024,Cervical,12,10,20,0
2017Q1,S08000024,Colorectal,206,194,20,0
2017Q1,S08000024,Head & Neck,80,78,20,0
2017Q1,S08000024,Lung,358,358,20,0
2017Q1,S08000024,Lymphoma,76,76,20,0
2017Q1,S08000024,Melanoma,84,84,20,0
2017Q1,S08000024,Ovarian,22,16,20,0
2017Q1,S08000024,Upper GI,98,98,20,0
2017Q1,S08000024,Urological,298,226,20,0
2017Q1,S08000025,Colorectal,8,8,20,0
2017Q1,S08000025,Head & Neck,2,2,20,0
2017Q1,S08000025,Melanoma,4,4,20,0
2017Q1,S08000025,Upper GI,8,8,20,0
2017Q1,S08000025,Urological,6,6,20,0
2017Q1,S08000026,Breast,6,6,20,0
2017Q1,S08000026,Colorectal,8,8,20,0
2017Q1,S08000026,Head & Neck,2,2,20,0
2017Q1,S08000026,Lung,4,4,20,0
2017Q1,S08000026,Lymphoma,2,2,20,0
2017Q1,S08000026,Melanoma,4,2,20,0
2017Q1,S08000026,Ovarian,2,2,20,0
2017Q1,S08000026,Upper GI,4,4,20,0
2017Q1,S08000026,Urological,34,32,20,0
2017Q1,S08000028,Breast,4,4,20,0
2017Q1,S08000028,Colorectal,12,12,20,0
2017Q1,S08000028,Head & Neck,2,0,20,0
2017Q1,S08000028,Lung,4,4,20,0
2017Q1,S08000028,Lymphoma,4,4,20,0
2017Q1,S08000028,Ovarian,2,2,20,0
2017Q1,S08000028,Upper GI,6,6,20,0
2017Q1,S08000028,Urological,18,18,20,0
2017Q1,S08000029,Breast,76,76,20,0
2017Q1,S08000029,Cervical,14,14,20,0
2017Q1,S08000029,Colorectal,106,106,20,0
2017Q1,S08000029,Head & Neck,38,38,20,0
2017Q1,S08000029,Lung,180,178,20,0
2017Q1,S08000029,Lymphoma,24,24,20,0
2017Q1,S08000029,Melanoma,22,22,20,0
2017Q1,S08000029,Ovarian,10,8,20,0
2017Q1,S08000029,Upper GI,76,76,20,0
2017Q1,S08000029,Urological,170,156,20,0
2017Q1,S08000030,Breast,254,244,20,0
2017Q1,S08000030,Cervical,10,10,20,0
2017Q1,S08000030,Colorectal,150,142,20,0
2017Q1,S08000030,Head & Neck,54,48,20,0
2017Q1,S08000030,Lung,180,178,20,0
2017Q1,S08000030,Lymphoma,40,40,20,0
2017Q1,S08000030,Melanoma,46,44,20,0
2017Q1,S08000030,Ovarian,16,16,20,0
2017Q1,S08000030,Upper GI,120,120,20,0
2017Q1,S08000030,Urological,264,214,20,0
2017Q1,S08000031,Breast,680,626,20,0
2017Q1,S08000031,Cervical,20,20,20,0
2017Q1,S08000031,Colorectal,374,356,20,0
2017Q1,S08000031,Head & Neck,138,136,20,0
2017Q1,S08000031,Lung,602,602,20,0
2017Q1,S08000031,Lymphoma,130,130,20,0
2017Q1,S08000031,Melanoma,152,150,20,0
2017Q1,S08000031,Ovarian,48,48,20,0
2017Q1,S08000031,Upper GI,312,304,20,0
2017Q1,S08000031,Urological,694,578,20,0
2017Q1,S08000032,Breast,146,144,20,0
2017Q1,S08000032,Cervical,24,24,20,0
2017Q1,S08000032,Colorectal,174,172,20,0
2017Q1,S08000032,Head & Neck,14,14,20,0
2017Q1,S08000032,Lung,208,208,20,0
2017Q1,S08000032,Lymphoma,60,60,20,0
2017Q1,S08000032,Melanoma,44,44,20,0
2017Q1,S08000032,Ovarian,22,22,20,0
2017Q1,S08000032,Upper GI,148,148,20,0
2017Q1,S08000032,Urological,202,178,20,0
2017Q2,S08000015,Breast,252,248,21,0
2017Q2,S08000015,Cervical,14,14,21,0
2017Q2,S08000015,Colorectal,92,90,21,0
2017Q2,S08000015,Head & Neck,44,38,21,0
2017Q2,S08000015,Lung,128,128,21,0
2017Q2,S08000015,Lymphoma,44,44,21,0
2017Q2,S08000015,Melanoma,40,40,21,0
2017Q2,S08000015,Ovarian,16,16,21,0
2017Q2,S08000015,Upper GI,74,74,21,0
2017Q2,S08000015,Urological,158,144,21,0
2017Q2,S08000016,Breast,38,38,21,0
2017Q2,S08000016,Colorectal,26,20,21,0
2017Q2,S08000016,Head & Neck,14,14,21,0
2017Q2,S08000016,Lung,48,48,21,0
2017Q2,S08000016,Lymphoma,10,10,21,0
2017Q2,S08000016,Melanoma,14,14,21,0
2017Q2,S08000016,Ovarian,4,4,21,0
2017Q2,S08000016,Upper GI,30,30,21,0
2017Q2,S08000016,Urological,54,46,21,0
2017Q2,S08000017,Breast,36,36,21,0
2017Q2,S08000017,Cervical,4,4,21,0
2017Q2,S08000017,Colorectal,50,50,21,0
2017Q2,S08000017,Head & Neck,20,18,21,0
2017Q2,S08000017,Lung,70,68,21,0
2017Q2,S08000017,Lymphoma,16,16,21,0
2017Q2,S08000017,Melanoma,20,20,21,0
2017Q2,S08000017,Ovarian,22,18,21,0
2017Q2,S08000017,Upper GI,54,52,21,0
2017Q2,S08000017,Urological,68,60,21,0
2017Q2,S08000019,Breast,90,76,21,0
2017Q2,S08000019,Cervical,10,10,21,0
2017Q2,S08000019,Colorectal,106,104,21,0
2017Q2,S08000019,Head & Neck,32,32,21,0
2017Q2,S08000019,Lung,96,94,21,0
2017Q2,S08000019,Lymphoma,18,18,21,0
2017Q2,S08000019,Melanoma,32,30,21,0
2017Q2,S08000019,Ovarian,22,20,21,0
2017Q2,S08000019,Upper GI,66,66,21,0
2017Q2,S08000019,Urological,182,172,21,0
2017Q2,S08000020,Breast,254,242,21,0
2017Q2,S08000020,Cervical,18,18,21,0
2017Q2,S08000020,Colorectal,134,128,21,0
2017Q2,S08000020,Head & Neck,40,38,21,0
2017Q2,S08000020,Lung,188,184,21,0
2017Q2,S08000020,Lymphoma,50,46,21,0
2017Q2,S08000020,Melanoma,48,46,21,0
2017Q2,S08000020,Ovarian,32,30,21,0
2017Q2,S08000020,Upper GI,166,166,21,0
2017Q2,S08000020,Urological,302,248,21,0
2017Q2,S08000022,Breast,134,132,21,0
2017Q2,S08000022,Cervical,10,10,21,0
2017Q2,S08000022,Colorectal,132,128,21,0
2017Q2,S08000022,Head & Neck,16,16,21,0
2017Q2,S08000022,Lung,96,96,21,0
2017Q2,S08000022,Lymphoma,28,28,21,0
2017Q2,S08000022,Melanoma,28,24,21,0
2017Q2,S08000022,Ovarian,12,10,21,0
2017Q2,S08000022,Upper GI,56,54,21,0
2017Q2,S08000022,Urological,116,104,21,0
2017Q2,S08000024,Breast,496,494,21,0
2017Q2,S08000024,Cervical,14,10,21,0
2017Q2,S08000024,Colorectal,216,198,21,0
2017Q2,S08000024,Head & Neck,106,106,21,0
2017Q2,S08000024,Lung,350,350,21,0
2017Q2,S08000024,Lymphoma,96,96,21,0
2017Q2,S08000024,Melanoma,80,80,21,0
2017Q2,S08000024,Ovarian,18,14,21,0
2017Q2,S08000024,Upper GI,66,66,21,0
2017Q2,S08000024,Urological,346,278,21,0
2017Q2,S08000025,Colorectal,2,2,21,0
2017Q2,S08000025,Lung,4,4,21,0
2017Q2,S08000025,Melanoma,2,2,21,0
2017Q2,S08000025,Upper GI,6,6,21,0
2017Q2,S08000025,Urological,2,2,21,0
2017Q2,S08000026,Breast,6,6,21,0
2017Q2,S08000026,Colorectal,8,8,21,0
2017Q2,S08000026,Head & Neck,2,2,21,0
2017Q2,S08000026,Lung,2,2,21,0
2017Q2,S08000026,Lymphoma,4,4,21,0
2017Q2,S08000026,Ovarian,2,2,21,0
2017Q2,S08000026,Upper GI,4,4,21,0
2017Q2,S08000026,Urological,4,4,21,0
2017Q2,S08000028,Colorectal,2,2,21,0
2017Q2,S08000028,Lung,6,6,21,0
2017Q2,S08000028,Melanoma,4,4,21,0
2017Q2,S08000028,Ovarian,2,2,21,0
2017Q2,S08000028,Upper GI,10,10,21,0
2017Q2,S08000028,Urological,26,20,21,0
2017Q2,S08000029,Breast,108,108,21,0
2017Q2,S08000029,Cervical,10,8,21,0
2017Q2,S08000029,Colorectal,82,82,21,0
2017Q2,S08000029,Head & Neck,52,52,21,0
2017Q2,S08000029,Lung,176,174,21,0
2017Q2,S08000029,Lymphoma,52,52,21,0
2017Q2,S08000029,Melanoma,18,18,21,0
2017Q2,S08000029,Ovarian,12,12,21,0
2017Q2,S08000029,Upper GI,84,84,21,0
2017Q2,S08000029,Urological,176,170,21,0
2017Q2,S08000030,Breast,232,222,21,0
2017Q2,S08000030,Cervical,16,14,21,0
2017Q2,S08000030,Colorectal,168,162,21,0
2017Q2,S08000030,Head & Neck,38,38,21,0
2017Q2,S08000030,Lung,148,148,21,0
2017Q2,S08000030,Lymphoma,40,40,21,0
2017Q2,S08000030,Melanoma,64,60,21,0
2017Q2,S08000030,Ovarian,18,18,21,0
2017Q2,S08000030,Upper GI,136,136,21,0
2017Q2,S08000030,Urological,262,214,21,0
2017Q2,S08000031,Breast,638,598,21,0
2017Q2,S08000031,Cervical,36,36,21,0
2017Q2,S08000031,Colorectal,374,366,21,0
2017Q2,S08000031,Head & Neck,154,148,21,0
2017Q2,S08000031,Lung,668,666,21,0
2017Q2,S08000031,Lymphoma,148,148,21,0
2017Q2,S08000031,Melanoma,158,150,21,0
2017Q2,S08000031,Ovarian,56,56,21,0
2017Q2,S08000031,Upper GI,282,274,21,0
2017Q2,S08000031,Urological,622,504,21,0
2017Q2,S08000032,Breast,130,130,21,0
2017Q2,S08000032,Cervical,16,16,21,0
2017Q2,S08000032,Colorectal,150,148,21,0
2017Q2,S08000032,Head & Neck,28,26,21,0
2017Q2,S08000032,Lung,158,158,21,0
2017Q2,S08000032,Lymphoma,38,38,21,0
2017Q2,S08000032,Melanoma,78,76,21,0
2017Q2,S08000032,Ovarian,30,30,21,0
2017Q2,S08000032,Upper GI,82,82,21,0
2017Q2,S08000032,Urological,264,226,21,0
2017Q3,S08000015,Breast,230,230,22,0
2017Q3,S08000015,Cervical,4,4,22,0
2017Q3,S08000015,Colorectal,130,130,22,0
2017Q3,S08000015,Head & Neck,58,58,22,0
2017Q3,S08000015,Lung,126,124,22,0
2017Q3,S08000015,Lymphoma,24,24,22,0
2017Q3,S08000015,Melanoma,40,40,22,0
2017Q3,S08000015,Ovarian,26,26,22,0
2017Q3,S08000015,Upper GI,92,92,22,0
2017Q3,S08000015,Urological,156,138,22,0
2017Q3,S08000016,Breast,34,34,22,0
2017Q3,S08000016,Cervical,4,4,22,0
2017Q3,S08000016,Colorectal,38,38,22,0
2017Q3,S08000016,Head & Neck,16,16,22,0
2017Q3,S08000016,Lung,44,44,22,0
2017Q3,S08000016,Lymphoma,20,20,22,0
2017Q3,S08000016,Melanoma,22,22,22,0
2017Q3,S08000016,Ovarian,4,4,22,0
2017Q3,S08000016,Upper GI,22,22,22,0
2017Q3,S08000016,Urological,82,70,22,0
2017Q3,S08000017,Breast,54,54,22,0
2017Q3,S08000017,Cervical,2,2,22,0
2017Q3,S08000017,Colorectal,54,48,22,0
2017Q3,S08000017,Head & Neck,8,8,22,0
2017Q3,S08000017,Lung,54,54,22,0
2017Q3,S08000017,Lymphoma,22,22,22,0
2017Q3,S08000017,Melanoma,16,16,22,0
2017Q3,S08000017,Ovarian,8,8,22,0
2017Q3,S08000017,Upper GI,54,54,22,0
2017Q3,S08000017,Urological,80,62,22,0
2017Q3,S08000019,Breast,80,72,22,0
2017Q3,S08000019,Cervical,18,18,22,0
2017Q3,S08000019,Colorectal,98,90,22,0
2017Q3,S08000019,Head & Neck,28,28,22,0
2017Q3,S08000019,Lung,110,108,22,0
2017Q3,S08000019,Lymphoma,28,28,22,0
2017Q3,S08000019,Melanoma,40,36,22,0
2017Q3,S08000019,Ovarian,20,18,22,0
2017Q3,S08000019,Upper GI,56,56,22,0
2017Q3,S08000019,Urological,188,170,22,0
2017Q3,S08000020,Breast,234,210,22,0
2017Q3,S08000020,Cervical,16,16,22,0
2017Q3,S08000020,Colorectal,182,172,22,0
2017Q3,S08000020,Head & Neck,32,32,22,0
2017Q3,S08000020,Lung,178,170,22,0
2017Q3,S08000020,Lymphoma,68,68,22,0
2017Q3,S08000020,Melanoma,60,54,22,0
2017Q3,S08000020,Ovarian,30,30,22,0
2017Q3,S08000020,Upper GI,140,140,22,0
2017Q3,S08000020,Urological,292,234,22,0
2017Q3,S08000022,Breast,138,138,22,0
2017Q3,S08000022,Cervical,4,4,22,0
2017Q3,S08000022,Colorectal,76,70,22,0
2017Q3,S08000022,Head & Neck,14,14,22,0
2017Q3,S08000022,Lung,64,64,22,0
2017Q3,S08000022,Lymphoma,42,42,22,0
2017Q3,S08000022,Melanoma,28,28,22,0
2017Q3,S08000022,Ovarian,16,14,22,0
2017Q3,S08000022,Upper GI,70,68,22,0
2017Q3,S08000022,Urological,128,104,22,0
2017Q3,S08000024,Breast,406,406,22,0
2017Q3,S08000024,Cervical,6,6,22,0
2017Q3,S08000024,Colorectal,216,194,22,0
2017Q3,S08000024,Head & Neck,90,86,22,0
2017Q3,S08000024,Lung,292,292,22,0
2017Q3,S08000024,Lymphoma,54,54,22,0
2017Q3,S08000024,Melanoma,76,76,22,0
2017Q3,S08000024,Ovarian,60,58,22,0
2017Q3,S08000024,Upper GI,86,84,22,0
2017Q3,S08000024,Urological,358,268,22,0
2017Q3,S08000025,Colorectal,4,2,22,0
2017Q3,S08000025,Upper GI,4,4,22,0
2017Q3,S08000026,Breast,2,2,22,0
2017Q3,S08000026,Colorectal,2,2,22,0
2017Q3,S08000026,Lung,2,2,22,0
2017Q3,S08000026,Lymphoma,4,4,22,0
2017Q3,S08000026,Upper GI,4,4,22,0
2017Q3,S08000026,Urological,26,26,22,0
2017Q3,S08000028,Colorectal,10,8,22,0
2017Q3,S08000028,Head & Neck,2,2,22,0
2017Q3,S08000028,Lung,10,10,22,0
2017Q3,S08000028,Upper GI,6,6,22,0
2017Q3,S08000028,Urological,10,10,22,0
2017Q3,S08000029,Breast,74,72,22,0
2017Q3,S08000029,Cervical,8,8,22,0
2017Q3,S08000029,Colorectal,108,108,22,0
2017Q3,S08000029,Head & Neck,42,42,22,0
2017Q3,S08000029,Lung,142,142,22,0
2017Q3,S08000029,Lymphoma,32,32,22,0
2017Q3,S08000029,Melanoma,48,48,22,0
2017Q3,S08000029,Ovarian,20,20,22,0
2017Q3,S08000029,Upper GI,52,52,22,0
2017Q3,S08000029,Urological,184,172,22,0
2017Q3,S08000030,Breast,266,238,22,0
2017Q3,S08000030,Cervical,14,14,22,0
2017Q3,S08000030,Colorectal,122,118,22,0
2017Q3,S08000030,Head & Neck,42,36,22,0
2017Q3,S08000030,Lung,142,140,22,0
2017Q3,S08000030,Lymphoma,40,40,22,0
2017Q3,S08000030,Melanoma,60,58,22,0
2017Q3,S08000030,Ovarian,24,22,22,0
2017Q3,S08000030,Upper GI,126,124,22,0
2017Q3,S08000030,Urological,272,240,22,0
2017Q3,S08000031,Breast,650,608,22,0
2017Q3,S08000031,Cervical,20,20,22,0
2017Q3,S08000031,Colorectal,362,356,22,0
2017Q3,S08000031,Head & Neck,136,132,22,0
2017Q3,S08000031,Lung,620,614,22,0
2017Q3,S08000031,Lymphoma,102,102,22,0
2017Q3,S08000031,Melanoma,156,154,22,0
2017Q3,S08000031,Ovarian,66,66,22,0
2017Q3,S08000031,Upper GI,328,318,22,0
2017Q3,S08000031,Urological,654,556,22,0
2017Q3,S08000032,Breast,210,206,22,0
2017Q3,S08000032,Cervical,16,16,22,0
2017Q3,S08000032,Colorectal,180,180,22,0
2017Q3,S08000032,Head & Neck,78,74,22,0
2017Q3,S08000032,Lung,218,218,22,0
2017Q3,S08000032,Lymphoma,52,52,22,0
2017Q3,S08000032,Melanoma,58,52,22,0
2017Q3,S08000032,Ovarian,20,20,22,0
2017Q3,S08000032,Upper GI,88,88,22,0
2017Q3,S08000032,Urological,220,206,22,0
2017Q4,S08000015,Breast,224,220,23,0
2017Q4,S08000015,Cervical,4,4,23,0
2017Q4,S08000015,Colorectal,126,118,23,0
2017Q4,S08000015,Head & Neck,38,34,23,0
2017Q4,S08000015,Lung,98,98,23,0
2017Q4,S08000015,Lymphoma,24,24,23,0
2017Q4,S08000015,Melanoma,36,34,23,0
2017Q4,S08000015,Ovarian,18,18,23,0
2017Q4,S08000015,Upper GI,94,92,23,0
2017Q4,S08000015,Urological,146,140,23,0
2017Q4,S08000016,Breast,34,34,23,0
2017Q4,S08000016,Cervical,2,2,23,0
2017Q4,S08000016,Colorectal,30,30,23,0
2017Q4,S08000016,Head & Neck,10,10,23,0
2017Q4,S08000016,Lung,48,48,23,0
2017Q4,S08000016,Lymphoma,10,10,23,0
2017Q4,S08000016,Melanoma,10,10,23,0
2017Q4,S08000016,Ovarian,8,8,23,0
2017Q4,S08000016,Upper GI,32,32,23,0
2017Q4,S08000016,Urological,66,56,23,0
2017Q4,S08000017,Breast,32,32,23,0
2017Q4,S08000017,Cervical,2,2,23,0
2017Q4,S08000017,Colorectal,56,52,23,0
2017Q4,S08000017,Head & Neck,14,12,23,0
2017Q4,S08000017,Lung,72,72,23,0
2017Q4,S08000017,Lymphoma,20,20,23,0
2017Q4,S08000017,Melanoma,12,12,23,0
2017Q4,S08000017,Ovarian,14,14,23,0
2017Q4,S08000017,Upper GI,32,32,23,0
2017Q4,S08000017,Urological,70,50,23,0
2017Q4,S08000019,Breast,80,78,23,0
2017Q4,S08000019,Cervical,6,6,23,0
2017Q4,S08000019,Colorectal,74,74,23,0
2017Q4,S08000019,Head & Neck,38,36,23,0
2017Q4,S08000019,Lung,150,146,23,0
2017Q4,S08000019,Lymphoma,28,28,23,0
2017Q4,S08000019,Melanoma,38,38,23,0
2017Q4,S08000019,Ovarian,8,6,23,0
2017Q4,S08000019,Upper GI,70,70,23,0
2017Q4,S08000019,Urological,216,204,23,0
2017Q4,S08000020,Breast,254,228,23,0
2017Q4,S08000020,Cervical,16,14,23,0
2017Q4,S08000020,Colorectal,170,156,23,0
2017Q4,S08000020,Head & Neck,74,64,23,0
2017Q4,S08000020,Lung,232,226,23,0
2017Q4,S08000020,Lymphoma,58,54,23,0
2017Q4,S08000020,Melanoma,80,70,23,0
2017Q4,S08000020,Ovarian,24,22,23,0
2017Q4,S08000020,Upper GI,144,142,23,0
2017Q4,S08000020,Urological,290,210,23,0
2017Q4,S08000022,Breast,154,154,23,0
2017Q4,S08000022,Cervical,6,6,23,0
2017Q4,S08000022,Colorectal,78,74,23,0
2017Q4,S08000022,Head & Neck,26,26,23,0
2017Q4,S08000022,Lung,80,80,23,0
2017Q4,S08000022,Lymphoma,30,30,23,0
2017Q4,S08000022,Melanoma,34,32,23,0
2017Q4,S08000022,Ovarian,20,18,23,0
2017Q4,S08000022,Upper GI,56,56,23,0
2017Q4,S08000022,Urological,126,100,23,0
2017Q4,S08000024,Breast,466,464,23,0
2017Q4,S08000024,Cervical,14,14,23,0
2017Q4,S08000024,Colorectal,214,202,23,0
2017Q4,S08000024,Head & Neck,86,86,23,0
2017Q4,S08000024,Lung,284,282,23,0
2017Q4,S08000024,Lymphoma,76,76,23,0
2017Q4,S08000024,Melanoma,100,100,23,0
2017Q4,S08000024,Ovarian,40,36,23,0
2017Q4,S08000024,Upper GI,128,128,23,0
2017Q4,S08000024,Urological,332,260,23,0
2017Q4,S08000025,Colorectal,4,4,23,0
2017Q4,S08000025,Head & Neck,2,2,23,0
2017Q4,S08000025,Upper GI,6,6,23,0
2017Q4,S08000026,Breast,4,4,23,0
2017Q4,S08000026,Colorectal,2,2,23,0
2017Q4,S08000026,Lung,4,4,23,0
2017Q4,S08000026,Upper GI,6,6,23,0
2017Q4,S08000026,Urological,16,12,23,0
2017Q4,S08000028,Colorectal,10,8,23,0
2017Q4,S08000028,Head & Neck,2,2,23,0
2017Q4,S08000028,Lung,8,8,23,0
2017Q4,S08000028,Lymphoma,2,2,23,0
2017Q4,S08000028,Melanoma,2,2,23,0
2017Q4,S08000028,Ovarian,2,2,23,0
2017Q4,S08000028,Upper GI,4,4,23,0
2017Q4,S08000028,Urological,8,6,23,0
2017Q4,S08000029,Breast,100,100,23,0
2017Q4,S08000029,Cervical,4,4,23,0
2017Q4,S08000029,Colorectal,112,112,23,0
2017Q4,S08000029,Head & Neck,34,32,23,0
2017Q4,S08000029,Lung,130,128,23,0
2017Q4,S08000029,Lymphoma,46,46,23,0
2017Q4,S08000029,Melanoma,26,26,23,0
2017Q4,S08000029,Ovarian,22,22,23,0
2017Q4,S08000029,Upper GI,108,108,23,0
2017Q4,S08000029,Urological,184,180,23,0
2017Q4,S08000030,Breast,228,220,23,0
2017Q4,S08000030,Cervical,8,4,23,0
2017Q4,S08000030,Colorectal,126,122,23,0
2017Q4,S08000030,Head & Neck,38,38,23,0
2017Q4,S08000030,Lung,162,160,23,0
2017Q4,S08000030,Lymphoma,34,34,23,0
2017Q4,S08000030,Melanoma,48,46,23,0
2017Q4,S08000030,Ovarian,36,34,23,0
2017Q4,S08000030,Upper GI,98,94,23,0
2017Q4,S08000030,Urological,256,226,23,0
2017Q4,S08000031,Breast,680,618,23,0
2017Q4,S08000031,Cervical,10,10,23,0
2017Q4,S08000031,Colorectal,362,352,23,0
2017Q4,S08000031,Head & Neck,138,132,23,0
2017Q4,S08000031,Lung,564,558,23,0
2017Q4,S08000031,Lymphoma,166,166,23,0
2017Q4,S08000031,Melanoma,122,122,23,0
2017Q4,S08000031,Ovarian,38,38,23,0
2017Q4,S08000031,Upper GI,348,340,23,0
2017Q4,S08000031,Urological,606,518,23,0
2017Q4,S08000032,Breast,146,144,23,0
2017Q4,S08000032,Cervical,8,8,23,0
2017Q4,S08000032,Colorectal,162,160,23,0
2017Q4,S08000032,Head & Neck,60,60,23,0
2017Q4,S08000032,Lung,190,190,23,0
2017Q4,S08000032,Lymphoma,56,56,23,0
2017Q4,S08000032,Melanoma,64,58,23,0
2017Q4,S08000032,Ovarian,14,14,23,0
2017Q4,S08000032,Upper GI,126,126,23,0
2017Q4,S08000032,Urological,266,252,23,0
2018Q1,S08000015,Breast,186,180,24,0
2018Q1,S08000015,Cervical,14,14,24,0
2018Q1,S08000015,Colorectal,126,124,24,0
2018Q1,S08000015,Head & Neck,34,34,24,0
2018Q1,S08000015,Lung,88,88,24,0
2018Q1,S08000015,Lymphoma,24,24,24,0
2018Q1,S08000015,Melanoma,56,56,24,0
2018Q1,S08000015,Ovarian,22,22,24,0
2018Q1,S08000015,Upper GI,84,82,24,0
2018Q1,S08000015,Urological,134,124,24,0
2018Q1,S08000016,Breast,28,28,24,0
2018Q1,S08000016,Cervical,2,2,24,0
2018Q1,S08000016,Colorectal,62,62,24,0
